Produto,Grupo,SubGrupo,Ultima Compra,Ultima Venda,Qtd Ent,Estoque Geral,Custo Estoque,Vr.Venal,Qtde Ven,Custo Venda,Vr.Venda,Margem,Venda Media,Reposicao,Pr.Venda
BL. GLOSS,Confeccao,BLUSA,24/09/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.9,89.9
BL. GLOSS C8/TULE,Confeccao,BLUSA,07/08/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43.9,89.9
BL. GLOSS ESTAMP.,Confeccao,BLUSA,24/09/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65.9,129.9
BL. MORCEGO C/RECORTES,Confeccao,BLUSA,27/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
BL. RIB. C/ALCA COURO,Confeccao,BLUSA,07/08/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.9,69.9
BL. RRENDA C/PALA,Confeccao,BLUSA,12/03/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
BL. VISCOSE C/PEDRAS,Confeccao,BLUSA,07/08/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.9,119.9
BL.AMPLA,Confeccao,BLUSA,30/08/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
BL.AMPLA C/BOLSO,Confeccao,BLUSA,16/01/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
BL.AMPLA DEVORE,Confeccao,BLUSA,30/08/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.9,79.9
BL.BASICA C/SILK,Confeccao,BLUSA,30/08/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.9,79.9
BL.MORCEGO,Confeccao,BLUSA,30/08/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.9,79.9
BL.PAETE COSTA NADADOR,Confeccao,BLUSA,16/01/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
BL.VISCOSE,Confeccao,BLUSA,14/04/16,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,169.9
BLASER,Confeccao,BLUSA,22/05/19,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,139.9
BLASER LISTRADO,Confeccao,BLUSA,10/11/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,169.9
BLAYSER ELAST,Confeccao,BLUSA,24/03/16,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.8,59.9
BLAYZER SARJA FLORAL,Confeccao,CASACO,06/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,149.9
BLAZER,Confeccao,BLUSA,30/04/13,00/00/00,195,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,68.24090909090908,152.69454545454545
BLAZER,Confeccao,CASACO,28/04/22,26/04/25,128,4.0,159.8,639.6,2,79.9,319.8,300.25,159.9,88.12290322580645,171.51290322580647
BLAZER,Confeccao,COLETE,30/10/24,26/04/25,15,6.0,240.0,539.4,7,280.0,629.3,124.75,89.9,40.0,89.9
BLAZER,Confeccao,JAQUETA,30/07/15,00/00/00,34,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,75308,161.9
BLAZER ESTAMP,Confeccao,CASACO,20/02/15,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.64,169.9
BLAZER ESTAMPADO,Confeccao,BLUSA,19/05/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.95,139.91
BLAZER FEM,Confeccao,CASACO,26/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.849999999999994,124.9
BLAZER FEM,Confeccao,JAQUETA,26/03/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,75.58,149.9
BLAZER FEMININO,Confeccao,CASACO,28/06/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,63.38,129.9
BLAZER FLAYNI,Confeccao,BLUSA,26/03/15,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.7,149.9
BLAZER JACKARD,Confeccao,BLUSA,12/03/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,149.9
BLAZER LASTE,Confeccao,BLUSA,16/01/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,189.9
BLAZER LESE,Confeccao,BLUSA,13/09/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.0,139.9
BLAZER LINHO,Confeccao,CASACO,22/05/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.9,139.9
BLAZER MALHA,Confeccao,BLUSA,03/04/14,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,119.9,249.9
BLAZER MODAL,Confeccao,CASACO,15/04/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.19,219.9
BLAZER MOLETON,Confeccao,JAQUETA,29/05/14,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.0,89.9
BLAZER PEPLUM,Confeccao,CASACO,15/04/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.6,149.9
BLAZER POA,Confeccao,BLUSA,03/05/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
BLAZER RENDA,Confeccao,BLUSA,28/05/14,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,199.9
BLAZER RENDA,Confeccao,CASACO,22/05/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,82.9,149.9
BLAZER ROCK YOU,Confeccao,CASACO,15/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,125.84,229.9
BLAZER SARJA,Confeccao,BLUSA,13/09/13,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
BLAZER VELUDIANE,Confeccao,BLUSA,26/03/15,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.45,139.9
BLAZER VELUDOS/GOLA,Confeccao,CASACO,05/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,149.9
BLAZER XADREZ,Confeccao,BLUSA,19/05/11,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.45,124.9
BLERO,Confeccao,BLUSA,19/05/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.91
BLERO,Confeccao,BOLERO,02/05/12,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
BLEUSA,Confeccao,BLUSA,12/03/20,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.87,139.9
BLEYZER JACARD,Confeccao,CASACO,06/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.39,139.9
BLISA ALONGADA PAETE,Confeccao,BLUSA,16/01/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
BLSA,Acessorios,CINTO,27/04/11,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.95,49.91
BLSA DE GOLA,Confeccao,BLUSA,12/04/11,00/00/00,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.95,19.9
BLU.GOLA,Confeccao,BLUSA,08/09/17,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
BLU.MANGA,Confeccao,BLUSA,08/09/17,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
BLU.PREGA,Confeccao,BLUSA,08/09/17,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
BLUA GOLA ZIPPER,Confeccao,BLUSA,09/09/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
BLUDA LISTRADA,Confeccao,BLUSA,27/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.0,39.9
BLUSA,Confeccao,BANHO,08/10/16,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72.9,129.9
BLUSA,Confeccao,BERMUDA,13/07/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
BLUSA,Confeccao,BLUSA,31/12/12,31/01/25,21342,278.0,8847.08,24534.4,231,7912.02,14301.18,12893.68,149.9,51.12907743285665,105.32635333100804
BLUSA,Confeccao,CALCA,14/09/16,00/00/00,25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57125,112.4
BLUSA,Confeccao,CAMISA,30/08/12,00/00/00,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.900000000000006,113.23333333333335
BLUSA,Confeccao,CAPRI,14/09/16,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57.88199999999999,113.9
BLUSA,Confeccao,CASACO,11/03/22,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,66.9,139.9
BLUSA,Confeccao,CONJUNTO,14/09/20,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.61,59.9
BLUSA,Confeccao,MACACAO,12/03/25,03/04/25,8,4.0,135.6,279.6,4,135.6,279.6,106.19,69.9,30.51,69.9
BLUSA,Confeccao,REGATA,19/03/19,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.41,119.9
BLUSA,Confeccao,VESTIDO,29/11/23,00/00/00,52,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.93333333333334,113.23333333333333
BLUSA,LINGERIE,BODY,03/01/15,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
BLUSA,Sapato Feminino,SAPATO,30/08/16,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.41,89.9
BLUSA +COLETE,Confeccao,BLUSA,21/07/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.9,89.9
BLUSA /COURO,Confeccao,BLUSA,07/03/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.9,79.9
BLUSA /GOLA,Confeccao,BLUSA,16/05/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.9,99.9
BLUSA /REGATA E CINTO,Confeccao,BLUSA,16/01/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
BLUSA /RENDA,Confeccao,BLUSA,07/03/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.9,89.9
BLUSA 109 LADY D,Confeccao,BLUSA,06/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,169.9
BLUSA 2 CORES,Confeccao,BLUSA,30/03/17,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
BLUSA 2014,Confeccao,BLUSA,06/03/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,159.9
BLUSA 29 LADY D,Confeccao,BLUSA,06/03/13,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,39.9
BLUSA 3 TRANAS,Confeccao,BLUSA,26/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38.0,79.9
BLUSA 3/4,Confeccao,BLUSA,31/05/12,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,74.9
BLUSA 3/4 BRILHO,Confeccao,BLUSA,27/03/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.0,69.9
BLUSA 3BOTOES,Confeccao,BLUSA,09/04/14,00/00/00,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.8,59.9
BLUSA 3CORES,Confeccao,BLUSA,25/02/19,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.53,49.9
BLUSA 5 BOTOES,Confeccao,BLUSA,06/08/19,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
BLUSA 50-231,Confeccao,BLUSA,09/09/11,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.9,49.91
BLUSA 7/8,Confeccao,BLUSA,10/04/25,00/00/00,2,2.0,128.0,259.8,0,0.0,0.0,0.0,0.0,54.4,129.9
BLUSA 7/8 SCHOOL,Confeccao,BLUSA,27/03/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.68,139.9
BLUSA ABERTO LAT,Confeccao,BLUSA,26/10/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.9,119.9
BLUSA ADACILIA,Confeccao,BLUSA,02/05/12,00/00/00,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,39.9
BLUSA ADARA,Confeccao,BLUSA,16/01/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.9,29.9
BLUSA AJS,Confeccao,BLUSA,27/04/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
BLUSA AKILIS M/L,Confeccao,BLUSA,26/03/14,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.9,49.9
BLUSA AL DET RENDA,Confeccao,BLUSA,26/03/14,00/00/00,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.7,69.9
BLUSA ALASTICA,Confeccao,BLUSA,12/04/11,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.95,59.9
BLUSA ALCA,Confeccao,BLUSA,21/11/13,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,68.23333333333333,116.56666666666668
BLUSA ALCA BARRA,Confeccao,BLUSA,01/08/12,00/00/00,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
BLUSA ALCA ESTAM,Confeccao,BLUSA,10/08/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.9,69.9
BLUSA ALCA FLOR,Confeccao,BLUSA,06/11/14,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
BLUSA ALCA LISTRADA,Confeccao,BLUSA,13/09/13,00/00/00,16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,39.9
BLUSA ALCA RENDA,Confeccao,BLUSA,01/08/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.9,69.9
BLUSA ALCINHA,Confeccao,BLUSA,29/04/14,00/00/00,52,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.564999999999998,66.56666666666666
BLUSA ALONGADA FRANJA,Confeccao,BLUSA,16/01/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
BLUSA AMALU,Confeccao,BLUSA,24/04/13,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.9,39.9
BLUSA AMPLA FOREST,Confeccao,BLUSA,17/01/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65.34,129.9
BLUSA AMPLA KITTENS,Confeccao,BLUSA,15/04/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65.97,119.9
BLUSA AMPLA MANG,Confeccao,BLUSA,01/08/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.67,69.9
BLUSA AMPLA QUADRADA,Confeccao,BLUSA,15/04/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,68.31,119.9
BLUSA AMPLA SHINE,Confeccao,BLUSA,15/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,70.13,129.9
BLUSA AMPLA SILK PRAIA,Confeccao,BLUSA,25/10/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.9,69.9
BLUSA AMPLA SPLASH,Confeccao,BLUSA,15/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71.01,129.9
BLUSA ANEDINA,Confeccao,BLUSA,16/01/13,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.9,39.9
BLUSA ANGELIQUE,Confeccao,BLUSA,26/03/14,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.45,59.9
BLUSA ANGELITY,Confeccao,BLUSA,20/10/15,00/00/00,17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.2,39.9
BLUSA ANILPA,Confeccao,BLUSA,24/09/14,00/00/00,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.95,39.9
BLUSA ANIMAL BARRADO,Confeccao,BLUSA,15/05/15,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
BLUSA ANIS SOLTA,Confeccao,BLUSA,24/09/14,00/00/00,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.95,49.9
BLUSA APARECIDA,Confeccao,BLUSA,07/08/17,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,63.8,129.9
BLUSA APLIQUE,Confeccao,BLUSA,06/03/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,109.9
BLUSA APLIQUE ELEFANTE,Confeccao,BLUSA,28/05/14,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.9,99.9
BLUSA ARADNA,Confeccao,BLUSA,16/01/13,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,39.9
BLUSA ARETHA,Confeccao,BLUSA,02/05/12,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,39.9
BLUSA ASSIMETRICA,Confeccao,BLUSA,24/09/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.4,84.9
BLUSA AUTO COLANTE,Confeccao,BLUSA,05/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
BLUSA BABADINHO,Confeccao,BLUSA,06/08/19,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
BLUSA BABADNHO,Confeccao,BLUSA,22/08/12,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.64,29.9
BLUSA BABADO,Confeccao,BLUSA,26/03/13,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
BLUSA BABADO TELINHA,Confeccao,BLUSA,19/08/11,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.9,59.9
BLUSA BABADO/C,Confeccao,BLUSA,08/08/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,109.9
BLUSA BABY LOOK,Confeccao,BLUSA,28/07/14,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.03,49.9
BLUSA BALCONISTA,Confeccao,BLUSA,18/04/19,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.219999999999999,1.0
BLUSA BANDEIRA EUA,Confeccao,BLUSA,12/03/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.9,69.9
BLUSA BARCELONA,Confeccao,BLUSA,09/04/14,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.5,49.9
BLUSA BARILOCHE,Confeccao,BLUSA,05/04/11,00/00/00,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47.45,94.91
BLUSA BASICA,Confeccao,BLUSA,29/04/14,00/00/00,46,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.7425,70525
BLUSA BASICA LA,Confeccao,BLUSA,27/03/13,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,39.9
BLUSA BASICA MALHA SILK,Confeccao,BLUSA,05/04/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
BLUSA BASICA MANGAS,Confeccao,BLUSA,06/03/13,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.9,44.9
BLUSA BATA,Confeccao,BLUSA,29/04/14,00/00/00,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.4,149.9
BLUSA BATA C/RENDA,Confeccao,BLUSA,26/03/14,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.6,119.9
BLUSA BEATRIX,Confeccao,BLUSA,16/01/13,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.9,59.9
BLUSA BEATRIZ,Confeccao,BLUSA,02/05/12,00/00/00,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.95,49.9
BLUSA BENEF,Confeccao,BLUSA,21/09/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
BLUSA BICHOS,Confeccao,BLUSA,23/03/16,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.0,99.9
BLUSA BICOLOR,Confeccao,BLUSA,09/04/14,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.85,64.9
BLUSA BL-20V,Confeccao,CALCA,16/01/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
BLUSA BL110V,Confeccao,BLUSA,16/01/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
BLUSA BOJO ALCA FINA,Confeccao,BLUSA,19/08/11,00/00/00,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.9,59.9
BLUSA BOJO ESTAMPADA,Confeccao,BLUSA,16/11/12,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46.9,89.9
BLUSA BOJO SUPLEX,Confeccao,BLUSA,25/10/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
BLUSA BOLA,Confeccao,BLUSA,09/04/14,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.0,39.9
BLUSA BORBOLETA,Confeccao,BLUSA,19/08/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,99.91
BLUSA BORBOLETA PLAQUINHA,Confeccao,BLUSA,25/10/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
BLUSA BORD PEDRA NA GOLA,Confeccao,BLUSA,26/03/14,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.99,119.9
BLUSA BORDAD CHATONS,Confeccao,BLUSA,15/04/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.81,149.9
BLUSA BORDADA,Confeccao,BLUSA,16/01/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,79.9
BLUSA BOTAO,Confeccao,BLUSA,06/08/19,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
BLUSA BOTONE,Confeccao,BLUSA,08/02/17,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.51,89.9
BLUSA BRASIL,Confeccao,BLUSA,29/05/14,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.0,49.9
BLUSA BRENDA,Confeccao,BLUSA,02/05/12,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.9,49.9
BLUSA BRENDI,Confeccao,BLUSA,24/04/13,00/00/00,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.95,39.9
BLUSA BYE SUBLIMADA,Confeccao,BLUSA,16/11/12,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
BLUSA C BABADO,Confeccao,BLUSA,24/01/12,00/00/00,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,61.57333333333333,123.23333333333333
BLUSA C BOJO,Confeccao,BLUSA,21/07/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.9,44.9
BLUSA C BOLERO,Confeccao,BLUSA,19/05/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
BLUSA C BOTOES,Confeccao,BLUSA,22/08/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57.9,119.9
"BLUSA C BOTOES,",Confeccao,BLUSA,10/07/13,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.9,79.9
BLUSA C CINTO,Confeccao,BLUSA,16/05/12,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.56666666666666,89.90000000000002
BLUSA C COLAR,Confeccao,BLUSA,07/10/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.9,119.9
BLUSA C DETALHE TELA TRICOT,Confeccao,BLUSA,03/04/14,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.56,159.9
BLUSA C FITA,Confeccao,BLUSA,04/08/16,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,159.9
BLUSA C LENCO,Confeccao,BLUSA,29/04/11,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.95,59.9
BLUSA C PALA,Confeccao,BLUSA,09/11/16,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.91,159.9
BLUSA C PUNHO,Confeccao,BLUSA,16/09/14,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
BLUSA C REGATA,Confeccao,BLUSA,07/03/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.9,99.9
BLUSA C RENDA,Confeccao,BLUSA,27/08/14,00/00/00,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46.2,89.9
BLUSA C ROLOTE,Confeccao,BLUSA,04/03/15,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
BLUSA C SOBREPOSICAO,Confeccao,BLUSA,25/10/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.9,99.9
BLUSA C TECIDO BARRA FRENTE,Confeccao,BLUSA,24/03/16,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57.5,129.9
BLUSA C TELA,Confeccao,BLUSA,09/11/16,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.91,159.9
BLUSA C ZIPER,Confeccao,BLUSA,12/03/15,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.9,139.9
BLUSA C/ ARARA,Confeccao,BLUSA,26/11/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
