ID_Produto,Produto,Grupo,SubGrupo,Ultima Compra,Ultima Venda,Qtd Ent,Estoque Geral,Custo Estoque,Vr.Venal,Qtde Ven,Custo Venda,Vr.Venda,Margem,Venda Media,Reposicao,Pr.Venda
1264,BOTA COURO,Sapato Masculino,BOTAS,2017-07-25,,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.84,234.9
1265,BOTA COURO MILITAR,Sapato Feminino,BOTA,2013-05-31,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,169.9
1266,BOTA COURO RAMARIM,Sapato Feminino,BOTA,2013-02-27,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,129.95,259.9
1267,BOTA CRAZY,Sapato Feminino,BOTA,2013-05-20,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,149.9,299.9
1268,BOTA DE COURO,Sapato Feminino,BOTA,2012-03-26,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,127.95,249.9
1269,BOTA EM COURO FEM.,Sapato Feminino,BOTA,2013-02-13,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,78.57,179.9
1270,BOTA FEM,Sapato Feminino,BOTA,2017-01-31,,197,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67.55000000000001,146.37058823529412
1271,BOTA FEM PICCADILLY,Sapato Feminino,BOTA,2014-01-27,,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
1272,BOTA FEM.,Sapato Feminino,BOTA,2016-03-21,,87,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,82.15285714285713,178.47142857142856
1273,BOTA FEM. CANO CURTO,Sapato Feminino,BOTA,2013-02-13,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,78.57,179.9
1274,BOTA FEM. CANO LONGO RAMARIM,Sapato Feminino,BOTA,2014-01-28,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,139.9,279.9
1275,BOTA FEM. NAPA FLEX,Sapato Feminino,BOTA,2014-05-20,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,199.9
1276,BOTA FEM.CANO LONGO,Sapato Feminino,BOTA,2014-01-28,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,139.9,279.9
1277,BOTA FEMININA,Sapato Feminino,BOTA,2013-05-20,,28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,102.31333333333332,216.5666666666667
1278,BOTA FIRENZE,Sapato Feminino,BOTA,2013-03-09,,22,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,199.9
1279,BOTA FRANJA,Sapato Feminino,BOTA,2014-04-23,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,149.9,299.9
1280,BOTA INFANTIL,Sapato Feminino,BOTA,2013-05-06,,60,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,39.9
1281,BOTA MACBOOT,Sapato Masculino,BOTAS,2011-03-18,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.95,159.91
1282,BOTA PARA RAIO,Sapato Feminino,BOTA,2014-04-11,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,147.0,299.9
1283,BOTA PRINCIPE VERDE,Sapato Feminino,BOTA,2011-07-28,,46,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,83.6925,174.9075
1284,BOTA PRINCIPE VERDE BEGE,Sapato Feminino,BOTA,2011-04-30,,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.95,179.9
1285,BOTA RAMARIM,Sapato Feminino,BOTA,2013-05-28,,234,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,105.19909090909093,213.54045454545457
1286,BOTA RAMARM,Sapato Feminino,BOTA,2013-02-19,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.95,219.9
1287,BOTA RASTEIRA,Sapato Feminino,BOTA,2012-04-04,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.95,199.9
1288,BOTA SNEAKEERS,Bota,BOTA,2012-11-20,,38,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,219.9
1289,BOTA SPATIFILLUS,Sapato Feminino,BOTA,2011-06-20,,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,124.95,249.91
1290,BOTA SPATIFILUS,Sapato Feminino,BOTA,2011-06-20,,89,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.95,224.1971428571429
1291,BOTA SPATIFILUS,Sapato Masculino,BOTAS,2011-06-20,,79,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,137.425,277.41
1292,BOTA TOP CAMURCA,Sapato Feminino,BOTA,2014-04-15,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,219.9
1293,BOTA TOP VISION,Sapato Feminino,BOTA,2011-03-17,,29,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,106.95,213.91
1294,BOTA VIA MARTE,Sapato Feminino,BOTA,2012-03-21,,100,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,83.4857142857143,172.76571428571427
1295,BOTA VIZZANO,Sapato Feminino,BOTA,2011-03-21,,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72.45,144.905
1296,BOXER ALGODAO S COSTURA,Confeccao,CUECA,2012-09-25,,39,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.74,23.9
1297,BOXER MICROFIBRA,Confeccao,CUECA,2012-09-28,,177,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.449999999999998,24.899999999999995
1298,BOXER MICROFIBRA SPORT LUPO,Confeccao,CUECA,2012-09-25,,72,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.45,24.9
1299,BRINCO,Acessorios,ACESSORIOS,2012-05-31,,98,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.952238805970147,38.60149253731343
1300,BRINCO,Acessorios,BRINCO,2012-05-31,,542,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.2252508361204,30.601404682274246
1301,BRINCO FLORECENTE,Acessorios,BRINCO,2013-03-04,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,34.9
1302,BRINCO ROMANEL,Acessorios,BRINCO,2012-10-16,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.53,30.4
1303,BRINDE,Acessorios,ACESSORIOS,2018-10-31,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9,1.0
1304,BRMUDA,Confeccao,BERMUDA,2012-11-27,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,99.9
1305,BROCHE,Acessorios,ACESSORIOS,2012-10-27,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,6.0
1306,BULL TERRIER,Sapato Masculino,BOTAS,2012-10-24,,32,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,105.05,214.9
1307,BULL TERRIER,Sapato Masculino,TENIS,2012-03-26,,38,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,101.64,203.9
1308,BUMERANGUE,Acessorios,ACESSORIOS,2012-09-17,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.69,9.9
1309,BUSA MASC,Confeccao,BLUSA,2013-03-26,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,149.9
1310,BUSTIER RENDADO,Confeccao,BUSTIER,2012-10-22,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.54,49.9
1311,CABIDE,Acessorios,ACESSORIOS,2012-04-10,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.69,6.8
1312,CACHARREL,Confeccao,BLUSA,2021-07-31,,71,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.712,50.898
1313,CACHARREL EL,Confeccao,BLUSA,2012-05-02,,16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.62,49.9
1314,CACHECOL,Acessorios,ACESSORIOS,2013-03-27,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.0,36.0
1315,CACHECOL,Confeccao,BLUSA,2011-04-27,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.95,39.91
1316,CACHECOL,Confeccao,CASACO,2023-03-15,,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.933333333333334,53.23333333333333
1317,CACHORRINHO,Acessorios,ACESSORIOS,2012-09-17,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.29,14.9
1318,CAFTAN,Confeccao,CAMISOLA,2012-09-25,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,68.265,139.9
1319,CAHARREL FIVELA,Confeccao,BLUSA,2012-05-03,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
1320,CAIXA,Acessorios,ACESSORIOS,2014-01-27,,44,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,105.37333333333332,105.37333333333332
1321,CAIXA,Acessorios,BOLSAS,2012-09-25,,17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.01
1322,CALA CIGARRETE,Confeccao,CALCA,2012-03-09,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
1323,CALC. RENDA,Confeccao,TANGA,2012-03-30,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.51,26.9
1324,CALC. RENDADA,Confeccao,TANGA,2012-03-30,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.22,19.9
1325,CALC.ROMONA,Confeccao,CALCINHA,2012-11-07,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.21,14.9
1326,CALCA,Confeccao,BLUSA,2018-10-31,,88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,60.301875,141.77625
1327,CALCA,Confeccao,CALCA,2023-10-31,2025-01-31,12294,198.0,16783.0,35462.4,172,14116.34,24292.16,5679.1,249.9,74.09633304572907,156.22809749784295
1328,CALCA,Confeccao,CALCINHA,2012-09-27,,53,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.088333333333331,24.066666666666663
1329,CALCA,Confeccao,MACACAO,2019-12-06,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,87.19,199.9
1330,CALCA,Confeccao,MODELADOR,2012-03-31,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.57,24.9
1331,CALCA 7814M,Confeccao,CALCA,2012-08-01,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.2,99.9
1332,CALCA ALDA,Confeccao,CALCA,2011-11-18,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
1333,CALCA AMACIADA TRAB,Confeccao,CALCA,2014-03-12,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,94.9,169.9
1334,CALCA ARIANE,Confeccao,CALCA,2016-03-11,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,169.9
1335,CALCA ASSEDIO,Confeccao,BLUSA,2011-04-04,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38.7,77.4025
1336,CALCA ATITUDE,Confeccao,BLUSA,2011-04-04,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.95,119.9
1337,CALCA BASICA,Confeccao,CALCA,2012-03-07,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.9,159.9
1338,CALCA BELEZINHA,Confeccao,CALCINHA,2012-11-07,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.01,19.9
1339,CALCA BICOLOR PRETA,Confeccao,CALCA,2013-03-06,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
1340,CALCA BO,Confeccao,CALCA,2012-08-01,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.9,99.9
1341,CALCA BOCA SINO,Confeccao,CALCA,2014-05-29,,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,79.9
1342,CALCA BORDADA,Confeccao,CALCA,2014-03-12,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,124.9,229.9
1343,CALCA BOTT,Confeccao,CALCA,2025-04-15,,8,8.0,292.0,1119.2,0,0.0,0.0,0.0,0.0,39.12,139.9
1344,CALCA BOY FRIEND,Confeccao,CALCA,2013-03-20,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.2,89.9
1345,CALCA BOYFRIND,Confeccao,CALCA,2013-03-28,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
1346,CALCA BRIM ESTAMPA EXCL,Confeccao,CALCA,2014-03-12,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.9,199.9
1347,CALCA BRIM TTRAB,Confeccao,CALCA,2014-03-12,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,179.9
1348,CALCA C/A AMACIADA,Confeccao,CALCA,2013-03-06,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.9,149.9
1349,CALCA C/A RESINADA TRAB,Confeccao,CALCA,2013-03-06,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,179.9
1350,CALCA CAL 661B,Confeccao,CALCA,2012-08-01,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.8,79.9
1351,CALCA CAL 6982M,Confeccao,CALCA,2012-08-01,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.0,89.9
1352,CALCA CATWALK,Confeccao,CALCA,2014-04-03,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
1353,CALCA CEDRRO FLEX,Confeccao,CALCA,2013-10-30,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,81.9,149.9
1354,CALCA CHIFFON,Confeccao,CALCA,2013-04-30,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.0,89.9
1355,CALCA CIGARRET,Confeccao,CALCA,2011-08-10,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.95,89.91
1356,CALCA CIGARRETE,Confeccao,CALCA,2011-12-14,,31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46.04375,93.65375
1357,CALCA CIRRE,Confeccao,CALCA,2012-03-07,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.9,49.9
1358,CALCA CM 2124IND,Confeccao,CALCA,2012-08-01,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.2,89.9
1359,CALCA CM 2126IND,Confeccao,CALCA,2012-08-01,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.0,89.9
1360,CALCA CM 2178IND,Confeccao,CALCA,2012-08-01,,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.0,89.9
1361,CALCA CM 2214IND,Confeccao,CALCA,2012-08-01,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.2,89.9
1362,CALCA CM SKINNY,Confeccao,CALCA,2013-03-20,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.8,99.9
1363,CALCA CM2163IND,Confeccao,CALCA,2012-08-01,,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.2,89.9
1364,CALCA COLOR,Confeccao,CALCA,2012-09-20,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.0,119.9
1365,CALCA COM BORDADO,Confeccao,CALCA,2015-03-04,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,179.9
1366,CALCA COS,Confeccao,CALCA,2012-03-07,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
1367,CALCA COTOM SATIM 2 REMESSA,Confeccao,CALCA,2013-04-05,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
1368,CALCA COTON,Confeccao,CALCA,2013-05-31,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.9,49.9
1369,CALCA COTTON SATIM,Confeccao,CALCA,2013-01-16,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,139.9
1370,CALCA CROPPED,Confeccao,CALCA,2012-08-21,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,70.05,149.9
1371,CALCA DE LINHO,Confeccao,CALCA,2012-09-20,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.0,139.9
1372,CALCA DE PAETE C/SARJA,Confeccao,CALCA,2013-02-27,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.0,99.9
1373,CALCA DELUXE,Confeccao,CALCA,2024-08-09,2025-01-25,31,0.0,0.0,0.0,9,989.1,939.93,4.97,104.43,109.9,199.9
1374,CALCA DIGITAL,Confeccao,BLUSA,2011-04-01,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.95,19.9
1375,CALCA DOUBLE,Confeccao,CALCA,2013-01-28,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,104.325,199.9
1376,CALCA DOUBLE CUT,Confeccao,CALCA,2013-03-28,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.89500000000001,234.9
1377,CALCA DRACMA,Confeccao,CALCA,2025-04-15,,8,8.0,268.0,1119.2,0,0.0,0.0,0.0,0.0,35.9,139.9
1378,CALCA DUBLE,Confeccao,CALCA,2013-01-28,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,101.97,199.9
1379,CALCA EST.,Confeccao,CALCA,2013-04-25,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.55,149.9
1380,CALCA ESTAM,Confeccao,CALCA,2012-09-20,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.9,129.9
1381,CALCA ESTAMPA,Confeccao,CALCA,2013-07-18,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,159.9
1382,CALCA ESTAMPADA,Confeccao,CALCA,2013-05-22,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72.9,141.9
1383,CALCA ESTAMPADA DE ONCA,Confeccao,CALCA,2013-03-06,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.9,199.9
1384,CALCA ESTELA,Confeccao,CALCA,2012-08-02,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47.9,89.9
1385,CALCA F LEG,Confeccao,CALCA,2013-04-30,,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.0,89.9
1386,CALCA FEM,Confeccao,BLUSA,2011-04-23,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.95,69.9
1387,CALCA FEM,Confeccao,CALCA,2012-09-27,,68,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.174375,108.9625
1388,CALCA FEM CLUB,Confeccao,CALCA,2014-03-06,,17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.685,117.4
1389,CALCA FEM FLARE,Confeccao,CALCA,2015-05-19,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,154.9
1390,CALCA FEM HOT PANTS,Confeccao,CALCA,2015-05-19,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
1391,CALCA FEM INTERMEDI,Confeccao,CALCA,2012-10-25,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,63.23333333333334,129.9
1392,CALCA FEM LATIFUNDIO,Confeccao,BLUSA,2011-06-03,,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,94.95,189.91
1393,CALCA FEM LEGGING,Confeccao,BLUSA,2011-04-18,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.95,49.91
1394,CALCA FEM SKINNY,Confeccao,CALCA,2015-05-19,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.4,214.9
1395,"CALCA FEM,",Confeccao,CALCA,2014-03-06,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.51,99.9
1396,CALCA FEM.,Confeccao,CALCA,2012-08-30,,29,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,73.938,147.9
1397,CALCA FEM. FIT,Confeccao,CALCA,2013-07-30,,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.9,119.9
1398,CALCA FEM. SKINNY,Confeccao,CALCA,2013-03-18,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,199.9
1399,CALCA FEM.RESINADA,Confeccao,CALCA,2013-07-30,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41.9,89.9
1400,CALCA FEM.SKINNY,Confeccao,CALCA,2013-03-21,,21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.9,139.9
1401,CALCA FEMI,Confeccao,CALCA,2012-10-25,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
1402,CALCA FEMININA,Confeccao,CALCA,2017-08-16,,31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,66.4,146.5666666666667
1403,CALCA FIT,Confeccao,CALCA,2013-03-20,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.4,89.9
1404,CALCA FLAR,Confeccao,CALCA,2018-02-26,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67.16,149.9
1405,CALCA FLARE,Confeccao,CALCA,2013-07-30,,192,8.0,522.0,1039.2,0,0.0,0.0,0.0,0.0,86.00909090909092,166.26363636363638
1406,CALCA FLARE,Confeccao,CAPRI,2016-04-01,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,139.9,259.9
1407,CALCA FLARE APOLINNY,Confeccao,CALCA,2015-10-20,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.45,119.9
1408,CALCA FLARE BOLSO FACA,Confeccao,CALCA,2014-03-26,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,73.99,149.9
1409,CALCA FLARE DEL,Confeccao,CALCA,2015-07-15,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.9,199.9
1410,CALCA FLARE DELCI,Confeccao,CALCA,2014-03-26,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
1411,CALCA FLARE FEM,Confeccao,CALCA,2013-03-28,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.04,229.9
1412,CALCA FLARE LISA,Confeccao,CALCA,2014-04-29,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
1413,CALCA FLARE LISO DET.,Confeccao,CALCA,2013-04-30,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.4,99.9
1414,CALCA FLARE POLYANE,Confeccao,CALCA,2015-03-26,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.2,119.9
1415,CALCA FLARE SCUBA,Confeccao,CALCA,2014-04-03,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
1416,CALCA FLER,Confeccao,BLUSA,2017-04-24,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
1417,CALCA FLORAL,Confeccao,CALCA,2013-11-21,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,129.9
1418,CALCA FM,Confeccao,CALCA,2013-01-17,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,94.9,169.9
1419,CALCA GRAMA,Confeccao,CALCA,2014-11-12,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.91,169.9
1420,CALCA HAJI,Confeccao,CALCA,2011-08-03,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.56,89.91
1421,CALCA HARLEY,Confeccao,CALCA,2012-05-02,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
1422,CALCA HIBISCO,Confeccao,CALCA,2012-05-03,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,89.9
1423,CALCA JA,Confeccao,CALCA,2013-03-20,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.9,129.9
1424,CALCA JACQUAR,Confeccao,CALCA,2014-03-26,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.45,59.9
1425,CALCA JACQUARD,Confeccao,CALCA,2013-03-25,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.87,39.9
1426,CALCA JAQUAR,Confeccao,CALCA,2013-07-10,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65.9,129.9
1427,CALCA JE,Confeccao,CALCA,2013-03-20,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,139.9
1428,CALCA JEANS,Confeccao,CALCA,2013-04-25,,71,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.57428571428572,112.04285714285716
1429,CALCA JEANS ANGEL,Confeccao,CALCA,2013-04-20,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,134.9,249.9
1430,CALCA JEANS BOTAO,Confeccao,CALCA,2013-03-06,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,199.9
1431,CALCA JEANS INDEX,Confeccao,CALCA,2013-03-26,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,127.9,229.9
1432,CALCA JEANS JS LISBOA,Confeccao,CALCA,2012-08-01,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,99.9
1433,CALCA JEANS LC,Confeccao,CALCA,2012-08-01,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.5,99.9
1434,CALCA JEANS LYCRA,Confeccao,CALCA,2014-05-29,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.8,179.9
1435,CALCA JEANS SKINY,Confeccao,CALCA,2014-03-12,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,124.9,229.9
1436,CALCA JEANSINDEX,Confeccao,CALCA,2013-03-26,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.9,219.9
1437,CALCA JEGGING,Confeccao,CALCA,2014-05-28,,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.0,99.9
1438,CALCA JULIA MANACA,Confeccao,CALCA,2014-03-26,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.03,99.9
1439,CALCA JULIA MAUI,Confeccao,CALCA,2014-03-26,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.02,99.9
1440,CALCA K2B,Confeccao,BLUSA,2011-04-30,,180,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.0224,87.508
1441,CALCA K2B,Confeccao,CALCA,2011-08-10,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.91
1442,CALCA L K2B,Confeccao,BLUSA,2011-04-30,,25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.45,34.905
1443,CALCA L VELUDO K2B,Confeccao,BLUSA,2011-04-30,,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.95,39.91
1444,CALCA LAILE,Confeccao,CALCA,2014-05-28,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.95,99.9
1445,CALCA LARGO,Confeccao,CALCA,2014-04-29,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
1446,CALCA LARISSA,Confeccao,CALCA,2011-11-18,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.9,89.9
1447,CALCA LATIFUNDIO,Confeccao,BLUSA,2011-03-29,,69,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,77.7625,158.03562499999998
1448,CALCA LAURA,Confeccao,CALCA,2016-03-11,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.9,199.9
