ID_Produto,Produto,Grupo,SubGrupo,Ultima Compra,Ultima Venda,Qtd Ent,Estoque Geral,Custo Estoque,Vr.Venal,Qtde Ven,Custo Venda,Vr.Venda,Margem,Venda Media,Reposicao,Pr.Venda
1,1/2 COXA TRANS FRENTE,Confeccao,ACESSORIO,2012-08-20,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.54,79.9
2,15-005,Sapato Feminino,RASTEIRINHA,2013-09-03,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
3,ALL STAR,Sapato Feminino,TENIS,2021-08-25,2025-03-31,711,13.0,1877.0,3678.7,24,3225.4,5466.9,980.54,299.9,123.41415384615384,243.59230769230768
4,ALL STAR,Sapato Masculino,TENIS,2024-05-21,2025-02-27,21,4.0,513.0,1019.6,2,301.8,300.0,0.6,150.0,145.63,269.9
5,ALL STAR,Tenis Adulto,TENIS,2019-12-02,,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,83.26666666666667,163.23333333333335
6,ALPARGATAS,Sapato Feminino,CHINELOS,2016-08-25,,23,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.8,89.9
7,ALPARGATAS,Sapato Feminino,SAPATILHA,2016-07-11,,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41.67,89.9
8,AMOSTRA,Acessorios,ACESSORIOS,2018-03-13,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.19,1.0
9,ANEL,Acessorios,ANEL,2012-08-24,,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.4875,94.9
10,ANKLE BOOT,Bota,BOTA,2014-01-21,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.7,179.9
11,ANTI DERRAPANTE,Acessorios,ACESSORIOS,2013-10-03,,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.205,19.9
12,ANTI DERRAPANTE,Acessorios,CINTO,2011-03-26,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.95,13.9
13,APOIO PLANTAR,Acessorios,ACESSORIOS,2013-12-27,,96,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.114999999999998,31.15
14,AVESSO,Confeccao,CASACO,2019-02-23,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.0,89.9
15,BABY LOOK,Confeccao,BLUSA,2015-11-17,,29,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.885,39.9
16,BABY LOOK FEM,Confeccao,BLUSA,2013-08-09,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.89,59.9
17,BABY LOOK LISA,Confeccao,BLUSA,2013-07-25,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,39.9
18,BABYDOOL,Confeccao,PIJAMA,2012-10-10,,27,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.4,62.400000000000006
19,BAMBER,Confeccao,CASACO,2025-04-10,2025-04-17,5,4.0,260.0,519.6,1,65.0,129.9,99.85,129.9,65.0,129.9
20,BANDEJA,Acessorios,ACESSORIOS,2014-05-29,,40,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.436666666666667,4.666666666666667
21,BASE,Acessorios,ACESSORIOS,2021-10-19,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.8,1.0
22,BATA,Confeccao,BATA,2013-01-31,,334,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,60.686142857142855,119.75728571428571
23,BATA,Confeccao,BLUSA,2018-10-31,,175,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,61.83430107526882,117.96483870967744
24,BATA,Confeccao,CALCA,2019-12-06,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.56,149.9
25,BATA APLIQUE,Confeccao,BATA,2012-08-08,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,89.9
26,BATA BEGE,Confeccao,BLUSA,2011-05-18,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.99,69.9
27,BATA BORBOLETA,Confeccao,BLUSA,2012-10-25,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.9,49.9
28,BATA C CINTO,Confeccao,BATA,2012-05-05,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
29,BATA C GRP,Confeccao,BLUSA,2015-05-15,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,76.9,159.9
30,BATA C LENCO,Confeccao,BATA,2012-05-05,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46.4,94.9
31,BATA C TOP,Confeccao,BATA,2013-02-05,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
32,BATA C/ BABADO,Confeccao,BLUSA,2011-11-10,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.9,149.9
33,BATA C/BOJO,Confeccao,BATA,2011-08-19,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.9,99.91
34,BATA C/FIVELA MOUSSELINE,Confeccao,BLUSA,2013-04-05,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
35,BATA CAIDA CINTO,Confeccao,BLUSA,2012-10-25,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.9,89.9
36,BATA CARCELA TECIDO,Confeccao,BATA,2013-07-18,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,119.9
37,BATA CHIFFON C/PALA,Confeccao,BLUSA,2014-03-12,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
38,BATA CHIFON,Confeccao,BATA,2012-08-08,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.9,89.9
39,BATA CIGANA,Confeccao,BATA,2012-08-08,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,89.9
40,BATA CIGANINHA,Confeccao,BLUSA,2016-11-09,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.91,129.9
41,BATA COM SILK SEXTAVADA,Confeccao,CAMISA,2013-03-06,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.9,159.9
42,BATA COMPRIDA,Confeccao,BATA,2011-08-19,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46.9,99.91
43,BATA CORDAO PENAS,Confeccao,BLUSA,2015-03-20,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.0,119.9
44,BATA CREPE,Confeccao,BLUSA,2015-05-15,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,149.9
45,BATA CURTA,Confeccao,BATA,2011-08-19,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.91
46,BATA DARK,Confeccao,BLUSA,2015-05-15,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.9,149.9
47,BATA EST.,Confeccao,BLUSA,2015-03-12,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72.4,124.9
48,BATA ESTAMPADA,Confeccao,BLUSA,2011-05-18,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,60.903333333333336,119.90000000000002
49,BATA FIO TINTO,Confeccao,BLUSA,2011-05-19,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,129.9
50,BATA FLAME,Confeccao,BATA,2012-08-02,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
51,BATA GLOSS EST.,Confeccao,BLUSA,2014-03-12,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
52,BATA GRIPIN,Confeccao,BATA,2014-09-17,,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
53,BATA LARGAC/RENDA BOTAO,Confeccao,BATA,2011-08-19,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72.9,129.9
54,BATA LENCO,Confeccao,BATA,2013-01-16,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
55,BATA LINHO,Confeccao,BATA,2012-05-16,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.95,99.9
56,BATA LISA COLAR,Confeccao,BLUSA,2012-10-25,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
57,BATA M/L DETALHE ABERTO,Confeccao,BATA,2013-03-06,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
58,BATA MANGA RENDA,Confeccao,BATA,2012-05-16,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.95,69.9
59,BATA MANGA TULE,Confeccao,BLUSA,2016-03-11,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.92,129.9
60,BATA PAETE,Confeccao,BLUSA,2013-01-16,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,84.9
61,BATA POMODORO MANACA,Confeccao,BLUSA,2014-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,149.9
62,BATA PRETA,Confeccao,BLUSA,2011-05-18,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.95,69.9
63,BATA PROMODORO,Confeccao,BLUSA,2014-03-26,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.25,149.9
64,BATA RAGLAN ESTAM,Confeccao,BATA,2013-03-06,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
65,BATA RENATA,Confeccao,BATA,2013-01-31,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.9,69.9
66,BATA RENATA/CINTO,Confeccao,BATA,2012-05-16,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,79.9
67,BATA RENDA,Confeccao,BATA,2012-05-16,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.95,89.9
68,BATA RENDA,Confeccao,BLUSA,2011-11-10,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.98,69.9
69,BATA SUB RENDA,Confeccao,BLUSA,2013-07-18,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.9,99.9
70,BATA SUBLIMADA,Confeccao,BLUSA,2016-11-09,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.91,179.9
71,BATA TEC. MANGA,Confeccao,BLUSA,2013-08-07,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72.9,139.9
72,BATA TECIDO,Confeccao,BLUSA,2011-04-28,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.95,119.9
73,BATA TECIDO GOLA,Confeccao,BATA,2013-03-06,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
74,BATA TRICOLINE FRENT UN,Confeccao,BATA,2011-09-09,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.9,119.9
75,BATA VISCOSE,Confeccao,BATA,2014-11-06,,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,66.56666666666668,116.56666666666668
76,BATA VISCOSE,Confeccao,BLUSA,2015-03-12,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.9,129.9
77,BATA VISCOSI XADREZ,Confeccao,BLUSA,2014-03-12,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.9,159.9
78,BATA VOIL,Confeccao,BATA,2013-01-16,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,69.9
79,BATA VOIL,Confeccao,BLUSA,2011-07-22,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
80,BATAO,Confeccao,BATA,2013-02-05,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
81,BATAO TECIDO,Confeccao,BLUSA,2011-07-21,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
82,BATINHA,Confeccao,BLUSA,2017-03-29,,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41.60333333333333,86.56666666666666
83,BATINHA CM RENDA,Confeccao,BLUSA,2012-11-10,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
84,BATINHA/LENCO,Confeccao,BATA,2012-05-16,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
85,BEM 10,Chinelo Infantil,CHINELO INFANTIL,2012-09-25,,32,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.83,21.9
86,BEMATECH IMPRESSORA,Acessorios,ACESSORIOS,2016-03-28,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2279.0,2279.0
87,BEMUDA MASC,Confeccao,BERMUDA,2012-08-01,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
88,BERM. BOY. LEUZA,Confeccao,BERMUDA,2012-12-24,,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.4,89.9
89,BERM7UDA MASC,Confeccao,BERMUDA,2012-09-27,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.93,29.9
90,BERMDA XADREZ,Confeccao,BERMUDA,2011-10-28,,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.9,59.9
91,BERMUDA,Confeccao,BERMUDA,2012-12-31,2025-01-30,2559,35.0,2615.0,5366.5,35,2085.41,3236.53,962.13,174.95,51.37855036855037,118.05692874692876
92,BERMUDA,Confeccao,BLUSA,2016-08-31,,124,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46.64666666666667,103.23476190476192
93,BERMUDA,Confeccao,CALCA,2022-11-29,,70,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46.66764705882353,114.31176470588235
94,BERMUDA,Confeccao,CAMISETA,2021-07-15,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.86,74.9
95,BERMUDA,Confeccao,MACACAO,2016-12-07,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.37,119.9
96,BERMUDA,Confeccao,SHORT,2016-11-24,,106,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.156,95.23333333333332
97,BERMUDA,Confeccao,VESTIDO,2016-10-11,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.04,89.9
98,BERMUDA ASSEDIO,Confeccao,BLUSA,2011-04-01,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.95,69.9
99,BERMUDA AUSINE,Confeccao,BERMUDA,2015-10-20,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.45,89.9
100,BERMUDA BOYFRIEND,Confeccao,BERMUDA,2013-03-28,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.94,169.9
101,BERMUDA BOYFRIEND FEM,Confeccao,BERMUDA,2013-08-09,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71.34,199.9
102,BERMUDA C/CINTO,Confeccao,BERMUDA,2013-01-16,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,93.47,189.9
103,BERMUDA C/LENCO,Confeccao,BERMUDA,2013-01-16,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.04,159.9
104,BERMUDA CARGO,Confeccao,BERMUDA,2024-09-09,2025-02-26,12,1.0,79.0,159.9,1,78.55,159.9,103.56,159.9,82.96,159.9
105,BERMUDA CICLISTA FEM,Confeccao,BERMUDA,2013-08-09,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,70.14,199.9
106,BERMUDA CONFORT,Confeccao,BERMUDA,2012-09-20,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.0,119.9
107,BERMUDA CREMONA,Confeccao,BERMUDA,2014-09-24,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.45,99.9
108,BERMUDA DATLH ONA,Confeccao,BERMUDA,2013-04-15,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,103.37,199.9
109,BERMUDA DULIANE,Confeccao,BERMUDA,2014-09-24,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.95,99.9
110,BERMUDA DZARM,Confeccao,BLUSA,2011-04-04,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.95,139.91
111,BERMUDA EMANA,Confeccao,MODELADOR,2012-09-28,,122,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.043333333333333,29.899999999999995
112,BERMUDA ENIDE,Confeccao,BERMUDA,2015-10-20,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.95,99.9
113,BERMUDA FANITA,Confeccao,BERMUDA,2015-10-20,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.45,89.9
114,BERMUDA FEM,Confeccao,BERMUDA,2012-09-27,,20,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.174,57.9
115,BERMUDA FEM BOYFRIE,Confeccao,BERMUDA,2012-10-25,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.9,109.9
116,BERMUDA FEM.,Confeccao,BERMUDA,2013-03-22,,22,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.09333333333333,93.23333333333336
117,BERMUDA FEMININA,Confeccao,BERMUDA,2017-08-04,,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.43,119.9
118,BERMUDA JULIANA,Confeccao,BERMUDA,2012-02-09,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
119,BERMUDA KAMARAS,Confeccao,BLUSA,2011-04-01,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
120,BERMUDA LOOPPER,Confeccao,BERMUDA,2011-08-10,,23,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.95000000000001,89.91000000000001
121,BERMUDA MANDY,Confeccao,BERMUDA,2015-10-20,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.95,89.9
122,BERMUDA MANIKE,Confeccao,BERMUDA,2015-10-20,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23.45,99.9
123,BERMUDA MARTA,Confeccao,BERMUDA,2011-11-18,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.9,79.9
124,BERMUDA MARTINA,Confeccao,BERMUDA,2015-10-20,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.2,89.9
125,BERMUDA MASC,Confeccao,BERMUDA,2011-10-31,,93,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.42611111111111,73.78888888888889
126,BERMUDA MASC,Confeccao,CALCA,2012-09-27,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.09,49.9
127,BERMUDA MASC.,Confeccao,BERMUDA,2013-07-30,,60,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52.95,109.9
128,BERMUDA MEIA COXA,Confeccao,BERMUDA,2013-01-16,,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.975,104.9
129,BERMUDA MILLY,Confeccao,BERMUDA,2011-11-18,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.4,79.9
130,BERMUDA MOGUICIA,Confeccao,BERMUDA,2015-10-20,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,22.7,89.9
131,BERMUDA OREG,Confeccao,BERMUDA,2013-05-22,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.9,89.9
132,BERMUDA OREGON,Confeccao,BERMUDA,2013-05-22,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.9,99.9
133,BERMUDA ORIENTAL,Confeccao,BLUSA,2011-04-01,,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.95,69.9
134,BERMUDA OTT,Confeccao,BERMUDA,2011-08-10,,34,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.774444444444445,58.79222222222222
135,BERMUDA SARJA,Confeccao,BERMUDA,2013-01-16,,21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.928333333333335,81.57166666666667
136,BERMUDA SARUEL,Confeccao,BERMUDA,2012-09-27,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.65,49.9
137,BERMUDA SAWARY,Confeccao,BLUSA,2011-03-31,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.95,39.91
138,BERMUDA SLIM,Confeccao,BERMUDA,2012-08-31,,117,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.949999999999998,34.23333333333333
139,BERMUDA SPECTRUM,Confeccao,BERMUDA,2011-08-03,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.01,69.9
140,BERMUDA SPIKER,Confeccao,BERMUDA,2013-04-24,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,126.83,219.9
141,BERMUDA SUEMI,Confeccao,BERMUDA,2016-01-12,,16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.45,69.9
142,BERMUDA TACHAS ESPELHO,Confeccao,BERMUDA,2013-04-15,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,98.98,199.9
143,BERMUDA UP LINE,Confeccao,BERMUDA,2012-02-13,,17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.95,19.9
144,BERMUDA UP LINE,Meias,MEIAS,2011-05-12,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.95,19.9
145,BERMUDA ZINA,Confeccao,BERMUDA,2014-09-24,,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.9,99.9
146,BERMUDAFEM,Confeccao,CALCA,2012-09-27,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.65,49.9
147,BERMUDAMASC,Confeccao,BERMUDA,2012-09-27,,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.41,39.9
148,BERMUDOL,Confeccao,PIJAMA,2012-09-26,,20,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.61,41.56666666666667
149,BERMUNDA,Confeccao,BERMUDA,2015-07-29,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.0,89.9
150,BERMUSA,Confeccao,BERMUDA,2016-11-22,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
151,BERNADA LINHO,Confeccao,BLUSA,2013-03-06,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,63.9,129.9
152,BI COQUEIRO,Confeccao,BLUSA,2011-07-21,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.9,49.9
153,BI FLAME CORACAO,Confeccao,BLUSA,2011-07-21,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,59.9
154,BI FORAL,Confeccao,BLUSA,2011-07-21,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.9,59.9
155,BICYCLE,Confeccao,BLUSA,2011-05-18,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.9,79.9
156,BIQUINI,Confeccao,BIQUINI,2012-09-27,2025-02-10,224,71.0,6767.0,13532.9,1,84.95,169.9,100.0,169.9,51.620666666666665,107.0111111111111
157,BIQUINI,Confeccao,TANGA,2012-10-18,,20,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.42,19.9
158,BIQUINI BOJO,Confeccao,BIQUINI,2012-11-07,,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.91,79.9
159,BIQUINI CORAAO,Confeccao,BIQUINI,2014-12-11,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.45,59.9
160,BIQUINI LISTRA,Confeccao,BIQUINI,2014-12-11,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.25,69.9
161,BIQUINI PRINCESA,Confeccao,BIQUINI,2014-12-11,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.35,59.9
162,BIQUINI ROSINHA,Confeccao,BIQUINI,2014-12-11,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.3,69.9
163,BL ALONGADA DRAPEADA,Confeccao,BLUSA,2012-11-10,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
164,BL BATINHA,Confeccao,BLUSA,2013-01-16,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
165,BL BATINHA C/2 CAMADAS,Confeccao,BLUSA,2012-10-25,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
166,BL BLAZER RENDA,Confeccao,BLUSA,2015-05-15,,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,199.9
167,BL BOJO AMA,Confeccao,VESTIDO,2011-09-21,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.9,99.9
168,BL C/FRANJA BARRA COSTAS,Confeccao,BLUSA,2013-01-16,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
169,BL FLAME,Confeccao,BLUSA,2013-08-07,,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
170,BL FRENTE UNICA,Confeccao,VESTIDO,2011-09-21,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.9,99.9
171,BL GLOSS C/RENDA,Confeccao,BLUSA,2013-08-07,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
172,BL GRIPPE D,Confeccao,VESTIDO,2011-09-21,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51.9,99.9
173,BL JACQUAR,Confeccao,BLUSA,2013-04-25,,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.24,99.9
174,BL TQC TRESPASSE,Confeccao,BLUSA,2012-10-25,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
175,BL VISC LISTRADA,Confeccao,BLUSA,2012-05-17,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
176,BL VISCOLYCRA C/PALA,Confeccao,BLUSA,2014-03-12,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65.9,119.9
177,BL VISCOSE C/PALA BORD,Confeccao,BLUSA,2014-03-12,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,129.9
178,BL VISCOSE C/RERNDA,Confeccao,BLUSA,2014-03-12,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,66.9,119.9
179,BL VISCOSE GOLA ALTA,Confeccao,BLUSA,2014-03-12,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.9,119.9
180,BL VOLUMOSA,Confeccao,BLUSA,2012-10-25,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
181,BL. CIGANINHA GLOSS,Confeccao,BLUSA,2014-03-12,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.9,99.9
182,BL. DEVORE C/CHIFFON,Confeccao,BLUSA,2013-09-05,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.9,79.9
183,BL. GLOSS,Confeccao,BLUSA,2013-09-24,,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.9,89.9
184,BL. GLOSS C8/TULE,Confeccao,BLUSA,2013-08-07,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43.9,89.9
185,BL. GLOSS ESTAMP.,Confeccao,BLUSA,2013-09-24,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65.9,129.9
186,BL. MORCEGO C/RECORTES,Confeccao,BLUSA,2013-04-27,,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
