ID_Unico;Referencia;Custo Venda    ;Vr.Venda       ;Reposicao      ;Pr.Venda       
CT00010004_100_0;CT00010004;761;1484,81;76,1;239,9
DA912_3_0;DA912;777,75;1484,5;166,93;299,9
C3109_7_0;C3109;967,56;1480,6;83,56;179,9
2080203_2_0;2080203;909;1479,4;85,53;179,9
13891010_2_0;13891010;793,52;1479,1;65,51;119,9
348801_30_0;348801;1095;1479,8;104,57;219,9
6249790_14_0;6249790;1109,88;1479,6;80,4;169,9
496709664_2_0;496709664;908,1;1479,5;108,28;199,9
2239204_34_0;2239204;1035,6;1479,6;83,71;169,9
AM0233_7_0;AM0233;509,5;1479,5;49,42;199,9
2141_100_0;2141;345;1478,3;15;69,9
110139_3_0;110139;782,55;1476,4;79,99;179,9
2238503_3_0;2238503;899,55;1474,8;96,95;199,9
2118802_21_0;2118802;978,6;1472,6;66,4;139,9
SWIFT_2_0;SWIFT;880,29;1471,56;97,81;199,9
2056103_312_0;2056103;1062,75;1469,77;77,44;159,9
23111210_2_0;23111210;900;1469,6;104,1;199,9
PAE2225003_4_0;PAE2225003;1132;1468,7;113,2;219,9
2210209_42_0;2210209;849;1466,94;84,9;169,9
353601_3_0;353601;870;1459,34;73,14;139,9
238205_30_0;238205;899,55;1459,5;107,26;199,9
2158101_3_0;2158101;1226,7;1459,9;132,21;259,9
7151115_5_0;7151115;810,6;1458,2;63,5;139,9
6428101_30_0;6428101;784,8;1458,5;48,13;99,9
4813655_5_0;4813655;958,8;1456,54;85,75;149,9
6262406_12_0;6262406;792,12;1456,1;65,17;129,9
EXPRESS_36_0;EXPRESS;782,4;1455,3;78,24;159,9
PAE2023001_47_0;PAE2023001;808;1455,2;80,8;159,9
CT15920002_2_0;CT15920002;1435,2;1450;192,53;359,9
654021_3_0;654021;782,55;1450,7;79,99;179,9
119303_50_0;119303;990;1449,9;96,03;199,9
2214603_30_0;2214603;926,1;1449,5;102,9;199,9
7174112_12_0;7174112;887,46;1447;62,59;119,9
G0981_2_0;G0981;763,84;1445;60,8;139,9
2339203_3_0;2339203;817,65;1445,55;97,5;179,9
7183105_30_0;7183105;886,21;1442,4;67,31;139,9
Y6341_16_0;Y6341;749,97;1442,01;84,95;169,9
78120_100_0;78120;861,6;1440;35,9;60
CT00010001_100_1;CT00010001;732;1439,2;91,5;179,9
110137_2_0;110137;742,05;1439,4;75,85;169,9
Y6181_30_0;Y6181;708,3;1439,1;80,23;159,9
MA112_5_0;MA112;1182,72;1439,7;115,39;199,9
L8101_5_0;L8101;944,4;1439,6;74,76;159,9
CT19910001_14_0;CT19910001;869,4;1439,7;124,2;249,9
250230_2_0;250230;829,5;1433,3;81,9;159,9
250132_3_0;250132;731,4;1432,8;60,17;119,9
221501_3_0;221501;710,1;1431,08;74,95;159,9
2075102_2_0;2075102;799,7;1431,71;70,52;149,9
6472103_350_0;6472103;1075,36;1431,6;77,76;159,9
580004_3_0;580004;824,5;1430,9;75,85;169,9
CT000100013_2_0;CT000100013;741;1427,4;132,54;249,9
8488108_14_0;8488108;683,4;1426,78;56,22;119,9
7320239_3_0;7320239;872,88;1425,4;68,38;139,9
2297144_42_0;2297144;1090,2;1419,9;87,24;179,9
EM0013_42_0;EM0013;519,5;1419,63;51,95;199,9
2443237_47_0;2443237;1090,5;1419,9;117,03;219,9
1389101_2_0;1389101;705,65;1415,9;68,84;129,9
213108_3_0;213108;713,9;1415,08;61,65;129,9
234003_3_0;234003;1787,88;1415,61;141,54;269,9
Q9011_3_0;Q9011;689,92;1415,9;63,94;129,9
16010_21_0;16010;159,6;1413,57;11,4;119,9
PAH1609001_3_0;PAH1609001;1200,42;1412,55;133,38;259,9
122876_3_0;122876;733,2;1412,5;131,14;239,9
CT00010001_2_1;CT00010001;723,2;1412,2;90,4;219,9
EM0020_3_0;EM0020;519,5;1409,7;51,95;199,9
2210701_14_0;2210701;929;1409,7;92,9;189,9
Q7722_3_0;Q7722;788,48;1408,76;68,1;149,9
5772103_3_0;5772103;859,32;1407,6;57,7;119,9
C1287_2_0;C1287;712,91;1406;61,57;129,9
12346_100_0;12346;454,85;1406,82;41,36;159,9
2071102_2_0;2071102;735,75;1405,06;78,5;159,9
11228281_12_0;11228281;726,11;1402,9;63,76;129,9
Q8292_30_0;Q8292;806,4;1402,4;68,51;139,9
14241_100_0;14241;445,68;1402,2;37,14;149,9
51U386X_2_0;51U386X;1249,2;1400;156,15;319,9
355701_5_0;355701;1403,4;1400;119,86;229,9
261025_5_0;261025;761,7;1399,6;125,34;249,9
5772103_2_0;5772103;797,94;1397,3;57,7;119,9
71231070_30_0;71231070;824,07;1396,7;59,59;129,9
6428104_3_0;6428104;740,35;1395,1;53,53;119,9
62101037_3_0;62101037;1109,88;1392,7;80,4;169,9
C12991_30_0;C12991;777,76;1389,7;99,12;199,9
12142052_2_0;12142052;764,53;1389,6;55,28;119,9
2238501_3_0;2238501;836;1389,5;101,36;199,9
Z8712_30_0;Z8712;740,7;1389,1;70,37;149,9
VOLCAN_3_0;VOLCAN;700;1385,73;107,32;199,9
2115204_3_0;2115204;699;1385;66,4;139,9
T5815321_3_0;T5815321;1038,7;1381,7;75,91;159,9
979038_3_0;979038;954,5;1379,8;94,24;189,9
2441201_28_0;2441201;699,65;1379,3;107,26;199,9
Q5292_7_0;Q5292;878,08;1379,85;59,58;129,9
261028_406_0;261028;1057,05;1379,9;115,96;229,9
6428130_3_0;6428130;858,13;1376,6;65,17;129,9
332109_30_0;332109;959,4;1372,1;75,15;149,9
6292200_12_0;6292200;797,94;1372,75;56,47;129,9
2216004_13_0;2216004;1250,1;1369,9;138,9;269,9
320602_21_0;320602;923,45;1369,41;78,91;149,9
MB803_47_0;MB803;709,61;1369,1;69,23;129,9
T4813653_17_0;T4813653;978,6;1369,7;75,02;149,9
2155101_5_0;2155101;1022,4;1369,8;110,19;219,9
2186132_5_0;2186132;1186,2;1369,8;127,85;259,9
2177134_7_0;2177134;909;1364,14;88,17;179,9
Z5142_47_0;Z5142;888,84;1364,48;64,85;149,9
2486403_3_0;2486403;690,8;1361,4;92,67;179,9
BK241_30_0;BK241;718,8;1361,1;59,9;119,9
64591100_3_0;64591100;726,11;1360,5;58,09;129,9
8008836_30_0;8008836;726,7;1359,19;53,11;119,9
2191302_26_0;2191302;1308,6;1357,43;105,78;199,9
6459128_3_0;6459128;697,29;1356,1;62,59;129,9
C0362_30_0;C0362;791,64;1355,32;83,56;169,9
2118302_21_0;2118302;838,8;1355,4;66,4;139,9
7174104_30_0;7174104;764,53;1354,99;54,11;119,9
C1283_7_0;C1283;851,04;1351,7;89,83;179,9
51J634X_3_0;51J634X;802,89;1351,38;89,21;179,9
CK0118_42_0;CK0118;544,5;1351,01;52,82;219,9
CT00100006_100_0;CT00100006;732;1350,3;91,5;179,9
348204_3_0;348204;1003,5;1350;106,48;219,9
80747_50_0;80747;403,65;1350;44,85;269,9
PAA1012_3_0;PAA1012;929,3;1350,1;92,93;189,9
349106_5_0;349106;1014,65;1350;145,45;279,9
C3015_2_0;C3015;703,68;1349,4;83,56;179,9
6492305_30_0;6492305;905,64;1349,7;74,51;149,9
6492405_22_0;6492405;905,64;1349,7;74,51;149,9
2191301_406_0;2191301;1149,5;1349,9;101,36;199,9
CT19910003_8_0;CT19910003;869,4;1349,7;124,2;249,9
250224_2_0;250224;710,55;1343,5;77,95;159,9
K8421_3_0;K8421;967,56;1342,6;83,56;169,9
12141040_3_0;12141040;917,88;1342,05;71,9;149,9
7345112_3_0;7345112;872,88;1342,69;69,83;139,9
6459123_30_0;6459123;792,12;1342,8;58,09;129,9
5667302_2_0;5667302;683,4;1341,2;53,53;119,9
2328203_3_0;2328203;908,5;1340,8;97,5;179,9
51U391X_2_0;51U391X;1124,19;1339,69;124,91;249,9
160077_30_0;160077;734,65;1339,4;103,62;199,9
238205_3_0;238205;899,55;1339,6;107,26;199,9
110165_3_0;110165;703,15;1338,12;99,17;199,9
Y0325_30_0;Y0325;925,9;1337,01;87,96;189,9
CK0117_84_0;CK0117;559,5;1337,66;54,27;219,9
8488109_3_0;8488109;830,1;1333,94;54,64;99,9
G4122_2_0;G4122;833,3;1331,1;79,16;169,9
2339205_2_0;2339205;817,65;1330,7;97,5;179,9
2170301_350_0;2170301;775,2;1329,9;62,66;129,9
654021_3_1;654021;671,65;1329,8;94,73;199,9
112943_100_0;112943;424,6;1329,32;42,46;169,9
6409218_2_0;6409218;881,1;1329,4;77,37;159,9
7174104_3_0;7174104;705,72;1329,2;54,11;119,9
24804020005_32_0;24804020005;699,6;1329,3;63,6;129,9
2056101_3_1;2056101;749,65;1325,25;66,11;139,9
6510106_14_0;6510106;789,91;1321,8;72,44;149,9
7320260_3_0;7320260;972,8;1319,98;91,44;199,9
1389101_2_1;1389101;691,32;1319,1;61,83;119,9
DIJ33_3_0;DIJ33;878,64;1318,5;66,63;139,9
PR1872001_3_0;PR1872001;1082,16;1317,6;129,04;239,9
250205_3_0;250205;739,5;1316,9;73,01;149,9
COSMIC552_3_0;COSMIC552;806,85;1314,27;73,35;149,9
2151302_3_0;2151302;817,8;1314,6;66,11;139,9
2056101_312_0;2056101;817,8;1312,7;64,56;139,9
Q2061_3_0;Q2061;788,48;1312,15;64,69;139,9
2328203_30_0;2328203;726,8;1311,4;97,5;179,9
78170_100_0;78170;789,8;1310;35,9;60
6292217_3_0;6292217;1041,3;1309,9;74,23;169,9
6730_2_0;6730;434,88;1308,9;54,37;219,9
2153101_3_0;2153101;1090,4;1306,4;132,21;269,9
Z5241_41_0;Z5241;694,35;1304,1;40,53;89,9
5712205_2_0;5712205;726,88;1303,9;48,8;99,9
114040_3_0;114040;742,05;1302,4;75,85;169,9
12142054_2_0;12142054;675,18;1302,6;48,51;99,9
CANDY7_3_0;CANDY7;792,27;1301;88,03;169,9
355101_2_0;355101;828;1299,6;106,07;199,9
CT26620001_30_0;CT26620001;905,4;1299,9;161,94;299,9
C1290_3_0;C1290;648,1;1299;61,57;129,9
2113007_2_0;2113007;1417,9;1299,99;122,45;249,9
MI752_98_0;MI752;815,36;1299,6;67,31;119,9
AM0085_30_0;AM0085;549,45;1299,8;48,45;199,9
2053103_3_0;2053103;1017,6;1299,6;122,15;239,9
7125233_30_0;7125233;633,1;1298,7;52,26;99,9
12141032_2_0;12141032;792,12;1293,64;62,34;119,9
12142052_3_0;12142052;705,72;1293,08;55,28;129,9
1360103_2_0;1360103;857,34;1292,1;71,7;149,9
8541_30_0;8541;759,96;1292,49;90,62;169,9
641864_3_0;641864;791,28;1289,6;87,92;179,9
1389101_2_2;1389101;641,52;1289,09;62,59;119,9
T5077087_14_0;T5077087;958,8;1289,8;85,75;159,9
Q7522_98_0;Q7522;752,64;1289,68;59,58;129,9
FRESNO_75_0;FRESNO;319,2;1289,5;39,9;239,9
346601_42_0;346601;695;1285,3;66,37;139,9
71231070_3_0;71231070;760,68;1283;59,59;129,9
MM0703002_3_0;MM0703002;923,7;1280;99,13;189,9
2429204_14_0;2429204;926,55;1279,8;110,48;199,9
6292200_3_0;6292200;675,18;1279,33;56,47;129,9
DIJ382_3_0;DIJ382;932,04;1279,5;70,68;139,9
AD2205_23_0;AD2205;774,12;1277,8;64,51;129,9
C1287_12_0;C1287;648,1;1274,17;61,57;129,9
AD0901_7_0;AD0901;709,61;1272,61;64,51;129,9
336605_528_0;336605;932;1271,53;109,51;219,9
EW0002_9_0;EW0002;584,55;1270;64,95;249,9
14241_30_0;14241;349,8;1270,2;34,98;139,9
L9002_43_0;L9002;777,72;1270,28;66,08;129,9
2429204_3_0;2429204;799,6;1269,7;107,26;199,9
1427208_3_0;1427208;915,59;1269,7;68,03;139,9
2376303_12_0;2376303;1363,2;1269,9;118,25;229,9
T5221393_3_0;T5221393;1018,8;1269,9;80,65;169,9
6472103_3_0;6472103;992,64;1269,8;77,76;159,9
Y8204026_22_0;Y8204026;650,51;1269,4;92,93;199,9
336603_18_0;336603;887,6;1268,6;104,29;219,9
7350100_3_0;7350100;774,76;1266,96;48,55;119,9
D0451_12_0;D0451;644,4;1266,6;138,31;259,9
6454108_3_0;6454108;702,39;1265,67;46,96;99,9
1389110_2_0;1389110;732,5;1264,4;78,61;149,9
6454111_3_0;6454111;680,16;1263,8;50,54;99,9
K8426_3_0;K8426;879,6;1261,07;83,56;169,9
2212201_3_0;2212201;1390,8;1260;115,9;229,9
BRASIL_100_0;BRASIL;626,34;1260,25;18,98;39,9
2175102_3_0;2175102;1199,4;1259,9;96,95;199,9
2151301_30_0;2151301;767,65;1259,4;57,28;119,9
T5221394_30_0;T5221394;958,8;1259,8;75,91;159,9
2238202_9_0;2238202;817,65;1259,6;88,12;179,9
2116501_9_0;2116501;730,8;1257,08;57,85;119,9
02RK034_35_0;02RK034;689,76;1256,95;57,48;119,9
1220315_3_0;1220315;683,4;1253,23;51,25;119,9
Y6891_16_0;Y6891;749,97;1250;84,95;169,9
CT25690002_2_0;CT25690002;1030,4;1250;157,97;299,9
119303_5_0;119303;891;1249,9;96,03;199,9
580006_43_0;580006;742,05;1249,5;75,85;169,9
6480201_3_0;6480201;800,14;1249,6;68,38;149,9
6457203_14_0;6457203;633,87;1249,2;54,85;139,9
98250_100_0;98250;377,8;1245,21;37,78;149,9
C32003_2_0;C32003;926,1;1244,58;102,9;199,9
12141040_30_0;12141040;994,37;1241,72;71,9;149,9
6428130_30_0;6428130;792,12;1240;65,17;129,9
C1285A_2_0;C1285A;680,54;1239,7;99,12;199,9
112794_100_0;112794;382,16;1239,7;47,78;199,9
6459110_2_0;6459110;576,03;1239;47,55;99,9
493509841_3_0;493509841;791,1;1239,6;94,33;179,9
2214601_84_0;2214601;926,1;1239,68;102,9;199,9
641974_9_0;641974;791,28;1239,68;87,92;179,9
316205_312_0;316205;751,6;1239,96;89,72;189,9
7125244_53_0;7125244;702,39;1238,9;53,35;99,9
DX0007_3_0;DX0007;539,6;1237,4;67,45;249,9
86850_100_0;86850;825,7;1237,49;35,9;59,9
6457100_12_0;6457100;780;1236,49;50,62;129,9
6454108_12_0;6454108;702,39;1233,9;46,96;99,9
7200102_9_0;7200102;806,1;1231,6;81,32;159,9
7174113_3_0;7174113;697,29;1231,1;62,59;119,9
654021_12_0;654021;782,55;1230,7;79,99;179,9
Y0325_2_0;Y0325;833,31;1230,1;87,96;189,9
CT00010003_100_0;CT00010003;608,8;1229,2;76,1;179,9
Z9651_2_0;Z9651;787;1223,6;74,76;159,9
2175102_2_0;2175102;1199,4;1220;96,95;199,9
Z9571_3_0;Z9571;1111,08;1220,06;87,96;179,9
Z8874_30_0;Z8874;833,31;1220,4;87,96;179,9
2462201_30_0;2462201;981,45;1219,9;117,03;219,9
641742_16_0;641742;1028,97;1219,98;114,33;239,9
62101039_2_0;62101039;1013,22;1219,7;67,75;149,9
62922170_30_0;62922170;881,1;1219,7;74,23;169,9
2238503_34_0;2238503;899,55;1219,7;96,95;199,9
0500_49_0;500;453,6;1219,9;37,8;149,9
62911175_3_0;62911175;961,2;1216,5;77,37;159,9
7358223_30_0;7358223;681,7;1215,3;67,31;139,9
225502_21_0;225502;867,9;1213,4;74,95;159,9
Q1691_3_0;Q1691;806,4;1212,66;60,65;139,9
2234201_3_0;2234201;949,85;1211,3;83,76;169,9
114040_41_0;114040;824,5;1209,7;75,85;169,9
1122828_12_0;1122828;683,76;1209,29;44,93;99,9
493509841_22_0;493509841;800,1;1209,7;95,41;179,9
2234201_2_0;2234201;1036,2;1209,9;83,76;169,9
Q4881_11_0;Q4881;698,88;1209,8;51,07;109,9
AD1905_37_0;AD1905;813,93;1209,44;62,61;129,9
Q2061_58_0;Q2061;860,16;1209,5;64,69;139,9
7142124_21_0;7142124;705,72;1207,6;55,28;119,9
147165_3_0;147165;954,5;1207,11;87,81;189,9
1440100_2_0;1440100;1005,5;1206,42;91,72;169,9
6262406_3_0;6262406;726,11;1206,5;65,17;129,9
143187_3_0;143187;625,05;1201,4;63,89;139,9
7381105_350_0;7381105;1013,22;1200;73,26;149,9
355524_3_0;355524;1060;1200;135,8;259,9
2339203_30_0;2339203;726,8;1200,8;97,5;179,9
PJ7327_3_0;PJ7327;835,08;1200;74,68;139,9
2312121_37_0;2312121;1199,4;1199,9;96,95;199,9
2441201_32_0;2441201;599,7;1199,4;107,26;199,9
AE2034004_30_0;AE2034004;952,38;1199,8;113,56;199,9
6480203_3_0;6480203;680,96;1199,7;91,44;199,9
5667315_3_0;5667315;661,83;1198,9;46,15;99,9
7142101_47_0;7142101;571,08;1198,8;43,41;99,9
7142101_3_0;7142101;571,08;1198,8;43,41;99,9
363002_3_0;363002;1063,6;1198,8;133,41;249,9
12142056_2_0;12142056;683,4;1198,8;53,79;99,9
6506103_3_0;6506103;621,84;1198,8;55,61;99,9
Q8551_3_0;Q8551;645,12;1196,19;73,08;149,9
7125241_30_0;7125241;681,23;1195,1;61,15;119,9
71421010_3_0;71421010;648,36;1193,8;53,35;99,9
12141039_2_0;12141039;945,62;1192,31;68,38;139,9
02RK042_50_0;02RK042;622,44;1191,1;47,88;99,9
CT00010008_100_0;CT00010008;608,8;1191,7;76,1;149,9
7151119_12_0;7151119;633,9;1191,02;59,59;129,9
6428101_3_0;6428101;627,84;1190,57;48,13;99,9
2462204_2_0;2462204;908,72;1189,8;121,9;219,9
12142054_3_0;12142054;613,8;1189,8;48,51;129,9
12142050_2_0;12142050;683,4;1189;52,39;129,9
2454202_30_0;2454202;836;1189,7;112,15;199,9
6459118_3_0;6459118;818,04;1189,8;67,31;139,9
CT00010006_8_0;CT00010006;1084,5;1189,9;129,32;239,9
SLIMGLIT_100_0;SLIMGLIT;560,66;1188,29;32,98;69,9
6463103_21_0;6463103;797,3;1187,32;53,53;119,9
369202_3_0;369202;616;1184,6;154,53;299,9
DA912_30_0;DA912;622,2;1184,6;166,93;299,9
327302_3_0;327302;579,5;1181,99;54,47;119,9
L8666_2_0;L8666;740,7;1181,12;75,51;149,9
12346_5_0;12346;328,88;1181,8;41,11;169,9
6480303_22_0;6480303;889,68;1181,59;104,54;199,9
250132_3_1;250132;609,5;1180,99;60,17;119,9
5667314_3_0;5667314;792,12;1179,8;62,05;129,9
1206296_3_0;1206296;736,56;1179,8;59,28;119,9
62101019_12_0;62101019;792,12;1179,4;58,09;129,9
Y6533_22_0;Y6533;791,64;1179,8;89,67;179,9
2246204_17_0;2246204;937,53;1179,8;101,04;199,9
2346201_8_0;2346201;1022,4;1177,7;121,91;219,9
12142058_3_0;12142058;754,78;1176,07;56,07;99,9
T5221323_30_0;T5221323;599;1175;56,9;119,9
7142101_3_1;7142101;648,36;1174;50,79;99,9
Y6181_3_0;Y6181;629,6;1173,3;80,23;159,9
PAB8704_3_0;PAB8704;727,2;1173,6;80,8;159,9
Q7722_7_0;Q7722;931,84;1172,3;68,1;149,9
DIJ276_3_0;DIJ276;839,4;1172,9;66,45;139,9
15133_47_0;15133;383,22;1171,1;42,58;169,9
320804_48_0;320804;787,5;1171,05;82,25;169,9
355502_9_0;355502;1395;1170;142,97;259,9
2399301_12_0;2399301;1499,85;1170;141,94;269,9
8387522_30_0;8387522;732,48;1169,3;49,18;99,9
83613_2_0;83613;302,1;1169,6;50,35;199,9
1206296_2_0;1206296;736,56;1169,5;59,28;119,9
6510101_5_0;6510101;874,9;1169,8;67,89;139,9
66360_100_0;66360;1377,7;1169,2;59,9;59,9
62106550_30_0;62106550;683,4;1169,69;52,39;119,9
12142058_2_0;12142058;696,72;1168,9;56,07;99,9
6506103_2_0;6506103;621,84;1168,9;55,61;99,9
12357_100_0;12357;474,32;1168,26;43,12;169,9
Q4881_8_0;Q4881;645,12;1168,5;51,07;109,9
2115302_350_0;2115302;629,1;1168,2;66,4;139,9
5666105_3_0;5666105;797,94;1167,6;57,7;119,9
1214205_2_0;1214205;569,5;1167,1;51,25;119,9
Q9211_98_0;Q9211;582,4;1167,1;59,38;119,9
TOP4_100_0;TOP4;530,4;1165,49;18,97;39,9
8488109_21_0;8488109;780;1161,3;64,18;119,9
115714_100_0;115714;902,88;1161,1;82,08;169,9
54131123_3_0;54131123;674,83;1159,1;41,78;99,9
147168_17_0;147168;799,6;1159,6;91,95;189,9
7200102_47_0;7200102;886,71;1159,9;81,31;159,9
2258202_34_0;2258202;1149,96;1159,9;92,96;179,9
2258202_3_0;2258202;1149,96;1159,9;92,96;179,9
PAG0915_370_0;PAG0915;889,5;1159,8;88,95;179,9
Q2062_3_0;Q2062;967,68;1159,6;76,61;159,9
346601_41_0;346601;695;1158,6;66,37;139,9
5696303_30_0;5696303;614,77;1154,07;44,45;99,9
6409218_3_0;6409218;961,2;1154,6;77,37;159,9
282_47_0;282;288,6;1153,18;28,86;119,9
7123107_3_0;7123107;648,36;1153,87;51,87;99,9
346601_9_0;346601;625,5;1152,4;66,37;139,9
BRASIL5_100_0;BRASIL5;574,54;1152,69;24,98;54,9
PR1872002_47_0;PR1872002;1082,16;1150;129,04;239,9
C12991_2_0;C12991;680,54;1149,8;99,12;199,9
6499104_2_0;6499104;528,08;1149,29;65,17;149,9
1348815745_3_0;1348815745;683,76;1149,3;43,96;99,9
250199_3_0;250199;584,55;1147,67;59,75;129,9
7358107_30_0;7358107;857,34;1144,76;74,82;149,9
7174102_350_0;7174102;685,8;1144,08;52,58;99,9
7381105_3_0;7381105;857,34;1142,4;73,26;149,9
G3121_25_0;G3121;749,97;1141,1;79,16;169,9
112873_100_0;112873;339,68;1141,1;42,46;169,9
7174105_30_0;7174105;626,73;1140,04;39,92;89,9
641742_2_0;641742;800,31;1139,9;114,33;239,9
7142106_3_0;7142106;586,08;1139;48,22;99,9
1402104_2_0;1402104;960,3;1139,9;82,06;169,9
112915_100_0;112915;382,14;1139,89;42,46;169,9
112807_100_0;112807;334,39;1139,8;47,78;199,9
341801_5_0;341801;841,5;1139,8;89,29;199,9
143158_5_0;143158;899,55;1139,89;91,95;199,9
316205_3_0;316205;657,65;1139,96;89,72;189,9
250199_43_0;250199;649,5;1136,5;59,75;129,9
Y6874_30_0;Y6874;666,63;1134,5;75,51;149,9
12142053_38_0;12142053;760,68;1133,2;58,32;129,9
5696309_3_0;5696309;557,18;1133,66;40,29;89,9
G3974_4_0;G3974;763,84;1132,7;65,97;139,9
G2532_3_0;G2532;703,68;1132,42;83,56;169,9
AC5106_50_0;AC5106;690,8;1132,34;86,35;169,9
2297144_2_0;2297144;726,8;1130,67;87,24;179,9
7125232_48_0;7125232;705,72;1130;56,46;119,9
2059104_3_0;2059104;636,3;1130,5;87,29;179,9
140125_3_0;140125;818,55;1129,6;83,67;169,9
330901_3_0;330901;688,5;1129,7;71,91;159,9
Q5292_12_0;Q5292;689,92;1129,9;59,58;129,9
DA0072_3_0;DA0072;409,05;1129,8;44,09;179,9
8224804_41_0;8224804;574,6;1128,6;33,38;69,9
728616072_2_0;728616072;586,08;1128,97;43,96;99,9
7174105_350_0;7174105;532,74;1128,8;43,98;89,9
2443237_3_0;2443237;763,35;1128,8;117,03;219,9
162723_12_0;162723;691,11;1127;76,79;149,9
2053101_312_0;2053101;945,2;1127,63;113,46;239,9
7350103_30_0;7350103;779,61;1124,3;52,61;119,9
T3321134_3_0;T3321134;674,1;1124,4;71,15;149,9
174F02_2_0;174F02;784,8;1123,3;65,4;129,9
12141010_3_0;12141010;569,5;1123,2;51,25;119,9
14249_30_0;14249;384,78;1122,9;34,98;139,9
2053105_3_0;2053105;1425,33;1122,37;152,08;299,9
C0377_3_0;C0377;708,3;1121,48;74,77;159,9
2080203_2_1;2080203;636,3;1120,6;85,53;179,9
CT4190080_453_0;CT4190080;667;1119,8;143,16;259,9
322028_3_0;322028;867,6;1119,58;99,77;199,9
140124_3_0;140124;782,55;1119,55;79,99;169,9
62106550_3_0;62106550;683,4;1119,4;52,39;119,9
MB301_41_0;MB301;645,1;1119,6;69,23;129,9
326502_3_0;326502;1012,5;1119,9;105,75;219,9
316802_3_0;316802;1115,55;1119,9;118,37;249,9
HYPE2_100_0;HYPE2;592,6;1118,2;29,63;59,9
6428101_30_1;6428101;705,72;1117,54;51,3;119,9
URBAN_3_0;URBAN;997,56;1114,74;83,13;169,9
1206261_3_0;1206261;680,16;1114,6;51,65;99,9
5156781_3_0;5156781;627,84;1114,2;49,18;99,9
7361107_3_0;7361107;764,53;1113,6;56,46;119,9
1420102_3_0;1420102;528,08;1112,2;65,17;139,9
7358107_9_0;7358107;857,34;1112,27;74,82;149,9
2118802_3_0;2118802;699;1112,6;66,4;139,9
16190_12_0;16190;125,4;1111,4;11,4;119,9
1627213_8_0;1627213;691,11;1111,9;76,79;149,9
I1313518_2_0;I1313518;599;1109,3;56,9;119,9
G4123_3_0;G4123;712,95;1109,6;96,76;199,9
5772103_31_0;5772103;675,18;1109,8;57,7;119,9
62106551_3_0;62106551;845,16;1109,6;66,52;129,9
2960_14_0;2960;303,49;1109,49;27,59;119,9
2238503_2_0;2238503;699,65;1109,7;96,95;199,9
7123107_30_0;7123107;648,36;1109;51,87;99,9
7174115_30_0;7174115;532,74;1108,9;43,98;89,9
G2532_47_0;G2532;791,64;1104,12;83,56;169,9
8504207_21_0;8504207;675,18;1103,4;60,6;119,9
MC861_3_0;MC861;541,94;1103,3;83,09;159,9
Y6782_16_0;Y6782;624,96;1102,8;70,8;129,9
ULTRALEVE_36_0;ULTRALEVE;750,87;1101,2;83,43;169,9
320805_42_0;320805;742,5;1101,17;77,55;169,9
A400_453_0;A400;160;1100;10;70
7378112_30_0;7378112;760,54;1100;74,2;139,9
2217101_30_0;2217101;800,1;1100,42;88,9;179,9
T5221394_3_0;T5221394;878,9;1100;75,91;159,9
83204_28_0;83204;767,2;1100,7;95,9;179,9
1682608_2_0;1682608;667,7;1099,7;60,7;119,9
6875_3_0;6875;592,56;1099,4;79,49;149,9
6428101_3_1;6428101;705,72;1099,77;51,3;119,9
2170304_2_0;2170304;817,8;1099,8;66,11;139,9
T5221293_30_0;T5221293;599;1099,2;56,9;119,9
RT1019_3_0;RT1019;597,6;1099,35;24,9;49,9
314701_3_0;314701;742,05;1099,68;78,74;169,9
I1342325_3_0;I1342325;598,8;1098,9;47,41;99,9
0501_3_0;501;625,9;1098,9;56,9;99,9
4831242_41_0;4831242;679;1098,4;64,5;139,9
REPITA_100_0;REPITA;396;1098,1;18;49,9
2115302_3_0;2115302;629,1;1095,39;66,4;139,9
189711_100_0;189711;621,81;1095,4;69,09;139,9
12142050_3_0;12142050;608,74;1093,95;50,91;99,9
207_22_0;207;171;1093,48;11,4;79,9
G3011_9_0;G3011;708,3;1092,06;74,76;149,9
1362203_3_0;1362203;654,66;1092,4;58,22;139,9
83156_47_0;83156;318,15;1090,5;45,45;179,9
Z7421_30_0;Z7421;661,98;1090,03;57,17;119,9
2483231_28_0;2483231;654,3;1089,8;117,03;219,9
G3971_30_0;G3971;814,77;1089,8;70,37;149,9
561028_37_0;561028;625,05;1089,35;63,89;139,9
83609_9_0;83609;318,15;1089,56;45,45;179,9
2454202_3_0;2454202;836;1089,8;112,15;199,9
PAG0913_30_0;PAG0913;1010,7;1089,9;101,07;199,9
6454105_313_0;6454105;627,84;1089,26;33,13;99,9
317403_37_0;317403;846;1089,68;66,27;139,9
2056101_9_0;2056101;681,5;1089,42;66,11;139,9
1185702_3_0;1185702;593,89;1088,9;57,94;99,9
12142051_3_0;12142051;594,33;1088,88;49,71;99,9
319101_3_0;319101;571,45;1088,89;48,83;99,9
R1008_30_0;R1008;600,6;1088,7;40,76;79,9
MARIALUIZA_100_0;MARIALUIZA;914,6;1088,9;26,9;49,9
20040_47_0;20040;271,7;1087,5;27,17;119,9
AI3010001_3_0;AI3010001;737,52;1086,63;98,94;189,9
99386_100_0;99386;406,4;1086,77;40,64;149,9
7183102_3_0;7183102;727,4;1085,5;71,82;139,9
2115008_350_0;2115008;789;1085,64;74,95;159,9
