ID_Produto,Nome_Produto,ID_Grupo,Grupo,ID_SubGrupo,SubGrupo,ID_Cor,Cor,Ultima Compra,Qtd Ent,Ultima Venda,Estoque Geral,Custo Estoque,Vr.Estoque,Qtde Ven,Custo Venda,Vr.Venda,Margem,Venda Media,Reposicao,Pr.Venda,ID_Unico
130,CHINELO NUVEM                 ,1,Sapato Feminino               ,6,CHINELOS                      ,100,UNICA                         ,23/10/2024,144,10/03/2025,7,1400.0,4200.0,140,28000.0,79800.0,185,570.0,200.0,600.0,130_100_0
1811,CHINELO                       ,1,Sapato Feminino               ,6,CHINELOS                      ,100,UNICA                         ,07/10/2024,120,10/04/2025,1,159.0,599.0,119,18921.0,60668.0,"220,64",5098.0,159.0,599.0,1811_100_0
12,SANDALIA                      ,1,Sapato Feminino               ,95,SANDALIA                      ,100,UNICA                         ,03/05/2022,108,19/10/2022,0,0.0,0.0,105,256515.0,52370.0,"104,16",4987.0,2443.0,499.0,12_100_0
CT04500003,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,07/07/2022,15,05/04/2025,0,0.0,0.0,17,21896.0,46056.0,"110,34",27091.0,1288.0,2999.0,CT04500003_3_0
705,TENIS-MEIA                    ,1,Sapato Feminino               ,5,TENIS                         ,100,UNICA                         ,12/08/2024,66,29/04/2025,1,350.0,700.0,65,22750.0,44200.0,"94,29",680.0,350.0,700.0,705_100_0
520,SANDALIA                      ,1,Sapato Feminino               ,95,SANDALIA                      ,100,UNICA                         ,12/04/2023,84,02/02/2024,0,0.0,0.0,80,12000.0,440319.0,"266,93",5503.0,150.0,599.0,0520_100_0
6293,CHINELO                       ,1,Sapato Feminino               ,6,CHINELOS                      ,100,UNICA                         ,23/12/2021,66,29/04/2022,0,0.0,0.0,62,24800.0,430368.0,"73,54",6941.0,400.0,899.0,6293_100_0
3,TENIS                         ,1,Sapato Feminino               ,46,TENIS                         ,100,UNICA                         ,19/09/2024,72,21/05/2025,2,360.0,1398.0,69,12420.0,41268.0,"232,27",598.0,180.0,699.0,003_100_0
CT000400071,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,07/07/2022,18,10/08/2023,0,0.0,0.0,17,20485.0,404367.0,"97,4",23786.0,1205.0,2599.0,CT000400071_3_0
CT000100010,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,10/05/2022,18,05/02/2025,0,0.0,0.0,18,19080.0,39233.0,"105,62",21796.0,1060.0,2399.0,CT000100010_2_0
CT04500001,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,07/07/2022,15,17/11/2022,0,0.0,0.0,15,19320.0,386259.0,"99,93",2575.0,1288.0,2599.0,CT04500001_2_0
7890562108,TENIS                         ,1,Sapato Feminino               ,46,TENIS                         ,3,PRETO                         ,30/01/2023,12,20/11/2023,0,0.0,0.0,23,197777.0,34600.0,"74,94",15043.0,8169.0,1699.0,7890562108_3_0
GUIMARES,RASTEIRA                      ,1,Sapato Feminino               ,4,RASTEIRINHA                   ,100,UNICA                         ,14/09/2024,60,08/05/2025,3,540.0,2097.0,57,10260.0,34567.0,"236,91",6064.0,180.0,699.0,GUIMARES_100_0
2253104,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,5,MARROM                        ,28/03/2022,12,21/07/2022,0,0.0,0.0,13,189605.0,33909.0,"78,84",26083.0,14006.0,2899.0,2253104_5_0
4146296,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,14,CINZA                         ,04/11/2021,12,29/03/2023,0,0.0,0.0,12,210588.0,33598.0,"59,54",27998.0,17549.0,3499.0,4146296_14_0
CT045000011,ALLSTAR                       ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,05/10/2023,12,13/03/2025,2,2944.0,5998.0,12,17664.0,32391.0,"83,37",26992.0,15797.0,2999.0,CT045000011_2_0
ULTRALEVE1,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,01/04/2024,24,25/11/2024,4,4600.0,9196.0,16,18400.0,32087.0,"74,39",20054.0,12342.0,2299.0,ULTRALEVE1_3_0
E0367,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,30/09/2024,24,19/05/2025,4,3148.0,6396.0,20,15740.0,315556.0,"100,48",15777.0,8446.0,1599.0,E0367_3_0
KABUKI,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,13/12/2021,12,31/05/2023,0,0.0,0.0,13,238238.0,314978.0,"32,21",24229.0,18326.0,3499.0,KABUKI_3_0
CT04510001,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,07/07/2022,12,01/09/2023,0,0.0,0.0,12,17112.0,31410.0,"83,56",26175.0,1426.0,2899.0,CT04510001_2_0
346902,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,08/07/2023,12,05/07/2024,0,0.0,0.0,12,16674.0,31051.0,"86,22",25875.0,14017.0,2799.0,346902_3_0
4146278,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,41,ROSE                          ,30/09/2021,12,23/01/2023,0,0.0,0.0,12,175488.0,309017.0,"76,09",25751.0,14624.0,2899.0,4146278_41_0
CT04480001,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,100,UNICA                         ,20/08/2020,12,16/03/2021,0,0.0,0.0,14,15260.0,30876.0,"102,33",22054.0,1090.0,2199.0,CT04480001_100_0
346708,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,11/04/2023,12,19/07/2023,0,0.0,0.0,12,18054.0,308633.0,"70,95",25719.0,14368.0,2999.0,346708_3_0
RAIDEN3,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,10/11/2021,12,12/08/2023,0,0.0,0.0,12,212724.0,304708.0,"43,24",25392.0,17018.0,3499.0,RAIDEN3_3_0
CT000400011,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,16/05/2023,12,03/04/2025,0,0.0,0.0,12,15612.0,30459.0,"95,1",25382.0,13962.0,2599.0,CT000400011_2_0
CT045000010,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,16/05/2023,12,06/11/2023,0,0.0,0.0,10,14720.0,29690.0,"101,7",2969.0,15797.0,2999.0,CT045000010_2_0
4146290,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,14,CINZA                         ,30/09/2021,11,07/08/2023,0,0.0,0.0,10,19500.0,29296.0,"50,24",29296.0,1950.0,3899.0,4146290_14_0
CT04510003,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,07/07/2022,12,23/09/2023,0,0.0,0.0,11,15686.0,28946.0,"84,53",26314.0,1426.0,2899.0,CT04510003_3_0
337703,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,21/06/2022,12,27/07/2022,0,0.0,0.0,13,161785.0,28741.0,"77,65",22108.0,11885.0,2499.0,337703_3_0
CT000400073,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,16/05/2023,12,25/09/2024,0,0.0,0.0,11,14311.0,28589.0,"99,77",2599.0,13962.0,2599.0,CT000400073_3_0
346702,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,11/04/2023,12,08/07/2023,0,0.0,0.0,12,15834.0,285245.0,"80,15",2377.0,12601.0,2699.0,346702_3_0
CT000400010,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,07/07/2022,12,08/09/2023,0,0.0,0.0,12,14460.0,28529.0,"97,3",23774.0,1205.0,2999.0,CT000400010_2_0
2459131,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,11/05/2024,12,03/05/2025,0,0.0,0.0,12,21816.0,28496.0,"30,62",23746.0,1951.0,3499.0,2459131_3_0
CT000100011,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,07/07/2022,15,30/09/2023,0,0.0,0.0,13,14417.0,28227.0,"95,79",21713.0,1109.0,2399.0,CT000100011_2_0
DAY4,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,01/04/2024,12,18/11/2024,0,0.0,0.0,13,14950.0,28188.0,"88,55",21683.0,12342.0,2199.0,DAY4_3_0
CT000100071,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,19/12/2022,12,14/03/2025,0,0.0,0.0,13,14417.0,280037.0,"94,24",21541.0,1109.0,2399.0,CT000100071_3_0
G4972,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,2,BRANCO                        ,24/06/2022,12,22/09/2022,0,0.0,0.0,13,180544.0,27995.0,"55,06",21534.0,13194.0,2699.0,G4972_2_0
4145527,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,26/10/2021,12,25/01/2023,0,0.0,0.0,12,152088.0,27742.0,"82,41",23118.0,12674.0,2499.0,4145527_3_0
4146282,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,35,GRAFITE                       ,15/09/2021,12,18/02/2023,0,0.0,0.0,12,193056.0,27696.0,"43,46",2308.0,16088.0,2999.0,4146282_35_0
349104,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,08/07/2023,12,25/03/2025,0,0.0,0.0,11,16005.0,27648.0,"72,75",25134.0,14678.0,2899.0,349104_3_0
346901,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,30/03/2023,12,14/06/2023,0,0.0,0.0,12,14394.0,275097.0,"91,12",22924.0,11455.0,2399.0,346901_3_0
2220401,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,15/06/2022,12,23/07/2022,0,0.0,0.0,11,14729.0,27261.0,"85,08",24782.0,1339.0,2599.0,2220401_3_0
346901,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,5,MARROM                        ,30/03/2023,12,14/06/2023,0,0.0,0.0,12,14394.0,27231.0,"89,18",22692.0,11455.0,2399.0,346901_5_0
DAY1,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,4,AZUL                          ,21/09/2022,12,19/01/2024,0,0.0,0.0,15,16881.0,27084.0,"60,44",18056.0,11254.0,2199.0,DAY1_4_0
2253104,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,28/03/2022,12,30/07/2022,0,0.0,0.0,12,17502.0,27059.0,"54,61",22549.0,14006.0,2899.0,2253104_3_0
CT04500005,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,17/10/2024,12,29/03/2025,0,0.0,0.0,11,16599.0,26896.0,"62,03",2445.0,16194.0,2999.0,CT04500005_2_0
117106,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,5,MARROM                        ,16/05/2023,12,04/07/2023,0,0.0,0.0,12,15654.0,26865.0,"71,62",22387.0,12879.0,2599.0,117106_5_0
RAIDEN,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,4,AZUL                          ,09/10/2021,12,01/07/2023,0,0.0,0.0,11,194997.0,264552.0,"35,67",2405.0,17018.0,3499.0,RAIDEN_4_0
346702,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,5,MARROM                        ,11/04/2023,12,17/08/2023,0,0.0,0.0,14,18473.0,26398.0,"42,9",18855.0,12601.0,2699.0,346702_5_0
CT000100080,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,36,BORDO                         ,16/05/2023,12,20/09/2024,0,0.0,0.0,13,15665.0,26274.0,"67,72",2021.0,12932.0,2399.0,CT000100080_36_0
314721,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,26/03/2022,12,28/05/2022,0,0.0,0.0,12,13014.0,26058.0,"100,23",21715.0,10194.0,2199.0,314721_3_0
DAY,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,28/04/2022,12,16/09/2023,0,0.0,0.0,13,13000.0,260335.0,"100,26",20025.0,1000.0,2199.0,DAY_3_0
3830,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,100,UNICA                         ,02/06/2023,36,02/09/2023,0,0.0,0.0,34,11050.0,260327.0,"135,59",7656.0,3252.0,799.0,3830_100_0
117106,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,16/05/2023,12,24/06/2023,0,0.0,0.0,11,143495.0,25933.0,"80,72",23575.0,12879.0,2599.0,117106_3_0
337703,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,5,MARROM                        ,21/06/2022,12,05/08/2022,0,0.0,0.0,12,14934.0,25867.0,"73,21",21555.0,11885.0,2499.0,337703_5_0
CT000400072,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,19/12/2022,12,07/10/2023,0,0.0,0.0,11,13255.0,258623.0,"95,11",23511.0,1205.0,2599.0,CT000400072_3_0
2359131,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,15/03/2023,12,10/08/2023,0,0.0,0.0,13,216723.0,25849.0,"19,27",19883.0,16171.0,2999.0,2359131_3_0
2360801,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,01/08/2023,12,12/07/2024,0,0.0,0.0,13,8840.0,25787.0,"191,71",19836.0,7298.0,1999.0,2360801_3_0
MB122,SANDALIA                      ,1,Sapato Feminino               ,95,SANDALIA                      ,30,NUDE                          ,02/10/2024,24,26/04/2025,3,18063.0,3597.0,23,138483.0,25726.0,"85,77",11185.0,6462.0,1199.0,MB122_30_0
261028,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,09/04/2024,12,13/11/2024,0,0.0,0.0,12,14094.0,25679.0,"82,2",21399.0,11596.0,2299.0,261028_3_0
CAMILLA,RASTEIRA                      ,1,Sapato Feminino               ,4,RASTEIRINHA                   ,100,UNICA                         ,14/09/2024,36,12/02/2025,2,360.0,1998.0,33,5940.0,25490.0,"329,12",7724.0,180.0,999.0,CAMILLA_100_0
2386302,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,09/05/2023,12,13/07/2023,0,0.0,0.0,12,13692.0,25495.0,"86,2",21245.0,11878.0,2299.0,2386302_3_0
2057105,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,30,NUDE                          ,17/05/2022,12,29/08/2022,0,0.0,0.0,12,14724.0,25439.0,"72,77",21199.0,11902.0,2499.0,2057105_30_0
2310910,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,04/10/2023,12,02/01/2025,0,0.0,0.0,12,157188.0,25370.0,"61,4",21141.0,14058.0,2499.0,2310910_3_0
2210701,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,28/06/2022,12,13/08/2022,0,0.0,0.0,14,13006.0,253624.0,"95,01",18116.0,929.0,1899.0,2210701_3_0
KABUKI,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,8,ROSA                          ,20/11/2021,12,28/04/2023,0,0.0,0.0,9,164934.0,25322.0,"53,53",28135.0,18326.0,3499.0,KABUKI_8_0
CT13070001,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,63,ONCA                          ,12/08/2021,12,11/04/2022,0,0.0,0.0,11,12991.0,25267.0,"94,5",2297.0,1181.0,2499.0,CT13070001_63_0
349105,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,370,OLIVA                         ,05/04/2023,12,11/08/2023,0,0.0,0.0,12,17220.0,25196.0,"46,32",20996.0,13704.0,2799.0,349105_370_0
4000,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,100,UNICA                         ,30/04/2025,75,30/05/2025,34,11900.0,23800.0,36,12600.0,251776.0,"99,82",6993.0,350.0,700.0,4000_100_0
1019,SANDALIA                      ,1,Sapato Feminino               ,95,SANDALIA                      ,100,UNICA                         ,28/08/2020,60,15/01/2021,0,0.0,0.0,61,7869.0,251397.0,"219,48",4121.0,129.0,499.0,1019_100_0
361703,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,30/04/2024,9,27/07/2024,0,0.0,0.0,9,13005.0,25043.0,"92,56",27825.0,1450.0,2899.0,361703_3_0
DAY3,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,50,CHUMBO                        ,23/02/2023,12,17/01/2024,0,0.0,0.0,14,16100.0,248847.0,"54,56",17774.0,1150.0,2199.0,DAY3_50_0
CT04470002,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,100,UNICA                         ,09/06/2021,12,06/06/2022,0,0.0,0.0,14,14168.0,248151.0,"75,15",17725.0,1012.0,1999.0,CT04470002_100_0
2386302,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,5,MARROM                        ,09/05/2023,12,18/07/2023,0,0.0,0.0,12,13632.0,24782.0,"81,79",20651.0,11825.0,2299.0,2386302_5_0
2395121,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,15/03/2023,12,11/08/2023,0,0.0,0.0,11,149985.0,24742.0,"64,96",22492.0,13226.0,2499.0,2395121_3_0
EASY650,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,50,MARINHO                       ,07/03/2022,12,18/01/2024,0,0.0,0.0,13,127218.0,246903.0,"94,08",18992.0,9786.0,1999.0,EASY650_50_0
ULTRALEVE0,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,24/08/2022,12,20/02/2024,0,0.0,0.0,12,135048.0,245915.0,"82,09",20492.0,11254.0,2299.0,ULTRALEVE0_3_0
2258103,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,30/05/2022,12,12/08/2022,0,0.0,0.0,12,13632.0,24550.0,"80,09",20458.0,11019.0,2199.0,2258103_3_0
1002,CALCADOS                      ,1,Sapato Feminino               ,5,TENIS                         ,100,UNICA                         ,24/01/2023,48,16/06/2023,1,3781.0,600.0,44,166364.0,24499.0,"47,26",5567.0,3781.0,600.0,1002_100_0
227704,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,12,BEGE                          ,12/07/2022,12,10/08/2023,0,0.0,0.0,13,21437.0,244976.0,"14,28",18844.0,1649.0,2999.0,227704_12_0
CT00040008,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,36,BORDO                         ,07/07/2022,12,28/11/2023,0,0.0,0.0,11,13255.0,24471.0,"84,62",22246.0,1205.0,2399.0,CT00040008_36_0
CT00010007,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,10/05/2022,12,21/09/2024,0,0.0,0.0,11,11660.0,24369.0,109,22153.0,1060.0,2199.0,CT00010007_3_0
DAY0,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,8,ROSA                          ,13/07/2022,12,05/02/2024,0,0.0,0.0,13,146302.0,24084.0,"64,62",18526.0,11254.0,2199.0,DAY0_8_0
336104,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,26/03/2022,9,13/07/2022,0,0.0,0.0,10,14250.0,23995.0,"68,39",23995.0,13395.0,2799.0,336104_3_0
314721,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,5,MARROM                        ,26/03/2022,12,10/06/2022,0,0.0,0.0,11,119295.0,239692.0,"100,92",2179.0,10194.0,2199.0,314721_5_0
CT00010008,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,36,BORDO                         ,10/05/2022,12,16/03/2024,0,0.0,0.0,11,11660.0,238604.0,"104,63",21691.0,1060.0,2199.0,CT00010008_36_0
349105,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,05/04/2023,12,23/06/2023,0,0.0,0.0,10,14350.0,23855.0,"66,24",23855.0,13704.0,2799.0,349105_3_0
AA0201,SAPATO                        ,1,Sapato Feminino               ,30,SAPATO                        ,3,PRETO                         ,10/03/2020,12,19/10/2021,0,0.0,0.0,12,11958.0,23788.0,"98,93",19823.0,9965.0,1999.0,AA0201_3_0
Q8542,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,21/07/2023,12,19/07/2024,0,0.0,0.0,11,118272.0,23770.0,"100,98",21609.0,10675.0,2199.0,Q8542_3_0
Q6772,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,27/05/2022,12,14/07/2022,0,0.0,0.0,11,118272.0,23749.0,"100,8",2159.0,10214.0,2199.0,Q6772_3_0
DYNAMIC343,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,50,MARINHO                       ,27/09/2019,24,13/07/2020,0,0.0,0.0,13,127153.0,235888.0,"85,52",18145.0,9781.0,1999.0,DYNAMIC343_50_0
C1285A,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,29/03/2023,12,16/05/2025,0,0.0,0.0,12,116664.0,235612.0,"101,96",19634.0,9236.0,1999.0,C1285A_3_0
CT25700001,ALLSTAR                       ,1,Sapato Feminino               ,5,TENIS                         ,8,ROSA                          ,05/10/2023,9,04/11/2024,0,0.0,0.0,11,15180.0,235557.0,"55,18",21414.0,1481.0,2799.0,CT25700001_8_0
BOREAL,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,14,CINZA                         ,14/04/2021,12,08/11/2021,0,0.0,0.0,14,116382.0,235168.0,"102,07",16797.0,8313.0,1699.0,BOREAL_14_0
2217106,SANDALIA                      ,1,Sapato Feminino               ,95,SANDALIA                      ,11,LARANJA                       ,31/08/2022,12,22/04/2023,0,0.0,0.0,12,13908.0,234005.0,"68,25",1950.0,1159.0,2299.0,2217106_11_0
2399301,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,19/05/2023,12,11/08/2023,0,0.0,0.0,12,16362.0,23398.0,43,19498.0,14194.0,2699.0,2399301_3_0
CT24960002,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,42,AMENDOA                       ,16/05/2023,12,19/12/2024,0,0.0,0.0,11,16709.0,23346.0,"39,72",21223.0,16302.0,2999.0,CT24960002_42_0
CT23540001,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,4,AZUL                          ,16/05/2023,12,20/09/2024,1,1472.0,2999.0,10,14720.0,23345.0,"58,59",23345.0,15797.0,2999.0,CT23540001_4_0
DAY0,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,50,MARINHO                       ,13/07/2022,12,17/01/2024,0,0.0,0.0,12,135048.0,23283.0,"72,41",19402.0,11254.0,2199.0,DAY0_50_0
CT000400075,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,02/05/2024,9,30/01/2025,0,0.0,0.0,9,12006.0,23261.0,"93,74",25845.0,14316.0,2599.0,CT000400075_3_0
2391361,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,11/05/2023,12,10/08/2023,0,0.0,0.0,12,15816.0,23198.0,"46,67",19331.0,13721.0,2599.0,2391361_3_0
5766PL069,MOCASSIM                      ,1,Sapato Feminino               ,30,SAPATO                        ,3,PRETO                         ,18/04/2022,12,25/04/2023,0,0.0,0.0,12,169716.0,23133.0,"36,3",19277.0,14143.0,2599.0,5766PL069_3_0
2351131,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,5,MARROM                        ,12/05/2023,12,18/07/2024,0,0.0,0.0,13,216723.0,229999.0,"6,13",17692.0,17354.0,3199.0,2351131_5_0
G4972,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,24/06/2022,12,02/09/2022,0,0.0,0.0,10,13888.0,22995.0,"65,57",22995.0,13194.0,2699.0,G4972_3_0
2393123,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,29/06/2023,12,02/10/2023,0,0.0,0.0,13,11817.0,22847.0,"93,34",17574.0,9755.0,1799.0,2393123_2_0
2356123,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,23/02/2023,12,23/06/2023,0,0.0,0.0,12,12540.0,22791.0,"81,75",18992.0,10137.0,1999.0,2356123_3_0
CT000100070,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,07/07/2022,12,13/11/2024,0,0.0,0.0,10,11090.0,22790.0,"105,5",2279.0,1109.0,2399.0,CT000100070_3_0
3831,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,100,UNICA                         ,02/06/2023,36,19/12/2023,0,0.0,0.0,33,10725.0,22669.0,"111,37",6869.0,3252.0,699.0,3831_100_0
CT000100040,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,7,VERMELHO                      ,07/07/2022,12,11/11/2024,0,0.0,0.0,14,15526.0,22658.0,"45,94",16184.0,1109.0,2399.0,CT000100040_7_0
C12990,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,29/03/2023,12,13/07/2024,0,0.0,0.0,12,116664.0,22642.0,"94,08",18868.0,9236.0,1999.0,C12990_3_0
GLAM2,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,08/05/2021,12,05/02/2022,0,0.0,0.0,13,120796.0,22531.0,"86,52",17331.0,9292.0,1899.0,GLAM2_3_0
REACAO,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,08/09/2020,12,16/04/2022,0,0.0,0.0,13,127608.0,225274.0,"76,54",17328.0,9816.0,1999.0,REACAO_2_0
CT18540001,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,3,PRETO                         ,19/10/2023,9,02/09/2024,0,0.0,0.0,8,11776.0,22493.0,"91,01",28116.0,15797.0,2999.0,CT18540001_3_0
EASY6500,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,50,CHUMBO                        ,03/05/2022,12,27/01/2024,0,0.0,0.0,12,12000.0,22481.0,"87,34",18734.0,1000.0,1999.0,EASY6500_50_0
G4563,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,11/04/2022,12,02/07/2022,0,0.0,0.0,10,13888.0,22433.0,"61,53",22433.0,13194.0,2599.0,G4563_3_0
TOPADULTO0,HAVAIANAS                     ,1,Sapato Feminino               ,6,CHINELOS                      ,100,UNICA                         ,05/07/2023,65,09/10/2024,0,0.0,0.0,64,106176.0,224173.0,"111,13",3502.0,178.0,399.0,TOPADULTO0_100_0
CT00040004,ALL STAR                      ,1,Sapato Feminino               ,5,TENIS                         ,7,VERMELHO                      ,07/07/2022,12,23/02/2024,0,0.0,0.0,12,14460.0,22394.0,"54,87",18661.0,1205.0,2399.0,CT00040004_7_0
2080104,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,2,BRANCO                        ,27/07/2020,12,20/11/2020,0,0.0,0.0,13,11817.0,223081.0,"88,78",1716.0,8817.0,1799.0,2080104_2_0
234101,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,15/03/2023,12,23/08/2023,0,0.0,0.0,13,228787.0,22238.0,"2,8",17106.0,16719.0,3199.0,234101_3_0
DAY,TENIS                         ,1,Sapato Feminino               ,5,TENIS                         ,50,CHUMBO                        ,27/08/2021,12,02/07/2022,0,0.0,0.0,13,120796.0,22138.0,"83,27",17029.0,9292.0,1799.0,DAY_50_0
3469010,BOTA                          ,1,Sapato Feminino               ,3,BOTA                          ,3,PRETO                         ,14/05/2024,12,13/08/2024,0,0.0,0.0,10,11995.0,22125.0,"84,45",22125.0,12873.0,2399.0,3469010_3_0
