ID_Produto,Nome_Produto,ID_Grupo,Grupo,ID_SubGrupo,SubGrupo,ID_Cor,Cor,Ultima Compra,Qtd Ent,Ultima Venda,Estoque Geral,Custo Estoque,Vr.Estoque,Qtde Ven,Custo Venda,Vr.Venda,Margem,Venda Media,Reposicao,Pr.Venda,ID_Unico
78629,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,31/05/2023,12,11/03/2025,6,6834.0,13794.0,5,5695.0,10466.0,"83,78",20932.0,12224.0,2299.0,78629_3_0
VELOZ,TENIS                         ,2,Sapato Masculino              ,2,TENIS                         ,50,MARINHO                       ,11/03/2022,6,10/11/2023,0,0.0,0.0,6,8220.0,10458.0,"27,23",1743.0,1370.0,2799.0,VELOZ_50_0
02RK039,TENIS                         ,2,Sapato Masculino              ,2,TENIS                         ,3,PRETO                         ,28/07/2021,12,21/05/2022,0,0.0,0.0,10,5364.0,10313.0,"92,26",10313.0,5364.0,1199.0,02RK039_3_0
101000,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,06/09/2023,12,25/11/2024,6,5694.0,10794.0,6,5694.0,10315.0,"81,16",17191.0,10184.0,1799.0,101000_3_0
28905,SAPATILHA                     ,2,Sapato Masculino              ,3,SANDALIA                      ,5,MARROM                        ,19/10/2022,9,16/05/2024,0,0.0,0.0,9,80325.0,10200.0,"26,98",11333.0,8925.0,1799.0,28905_5_0
11537609,SAPATENIS                     ,2,Sapato Masculino              ,1,SAPATO                        ,50,MARINHO                       ,10/08/2021,9,07/10/2022,0,0.0,0.0,9,9000.0,10197.0,"13,3",1133.0,1000.0,1999.0,11537609_50_0
LOGAN2001,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,21/03/2022,6,10/03/2025,2,14484.0,3398.0,7,50694.0,10155.0,"100,32",14507.0,7242.0,1699.0,LOGAN2001_3_0
131283,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,406,PINHAO                        ,27/05/2024,8,07/04/2025,0,0.0,0.0,8,5088.0,10093.0,"98,37",12616.0,6826.0,1299.0,131283_406_0
HOI06,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,453,PRETO BRANCO                  ,19/08/2021,12,10/04/2023,0,0.0,0.0,12,57432.0,10043.0,"74,87",8369.0,4786.0,999.0,HOI06_453_0
119103,SAPATENIS                     ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,01/06/2021,12,21/07/2022,0,0.0,0.0,8,8360.0,9998.0,"19,59",12497.0,10137.0,1999.0,119103_3_0
45012,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,26/08/2019,12,02/07/2021,0,0.0,0.0,8,3196.0,98955.0,"209,62",12369.0,3568.0,1599.0,45012_3_0
132202,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,56,CRAVO                         ,30/05/2023,8,08/01/2025,0,0.0,0.0,6,5730.0,9810.0,"71,2",1635.0,9942.0,1899.0,132202_56_0
11609,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,5,MARROM                        ,03/03/2021,12,28/03/2024,0,0.0,0.0,12,67548.0,9801.0,"45,1",8167.0,4669.0,899.0,11609_5_0
21634,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,19/10/2022,9,18/09/2024,0,0.0,0.0,8,6388.0,9797.0,"53,37",12246.0,7985.0,1599.0,21634_3_0
70907,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,30,CAFE                          ,28/12/2021,12,22/08/2023,0,0.0,0.0,11,1650.0,9737.0,"490,12",8851.0,150.0,1199.0,70907_30_0
4500300P,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,08/08/2019,12,10/07/2021,0,0.0,0.0,8,3196.0,9715.0,"203,97",12143.0,3568.0,1599.0,4500300P_3_0
11691005,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,50,MARINHO                       ,22/10/2019,9,09/12/2021,0,0.0,0.0,7,6034.0,9704.0,"60,82",13862.0,8275.0,1699.0,11691005_50_0
11537518,SAPATENIS                     ,2,Sapato Masculino              ,1,SAPATO                        ,5,MARROM                        ,10/08/2021,9,14/10/2022,0,0.0,0.0,7,7000.0,9696.0,"38,51",13851.0,1000.0,1999.0,11537518_5_0
11586,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,5,MARROM                        ,27/04/2022,12,11/10/2024,0,0.0,0.0,13,67158.0,9696.0,"44,38",7458.0,4285.0,999.0,11586_5_0
HXD06,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,02/09/2021,12,10/05/2023,0,0.0,0.0,9,60327.0,9697.0,"60,74",10774.0,6703.0,1399.0,HXD06_3_0
3621641I,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,19,WISKY                         ,18/12/2023,8,30/08/2024,3,4227.0,8397.0,4,5636.0,9598.0,"70,3",23995.0,14214.0,2799.0,3621641I_19_0
170410,SAPATENIS                     ,2,Sapato Masculino              ,1,SAPATO                        ,30,CAFE                          ,30/10/2019,9,19/02/2021,0,0.0,0.0,9,6138.0,95969.0,"56,35",10663.0,6547.0,1399.0,170410_30_0
DUAL1,HAVAIANAS                     ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,28/08/2023,18,08/05/2024,0,0.0,0.0,16,47856.0,9584.0,"100,27",599.0,321.0,599.0,DUAL1_100_0
TOPAD,HAVAIANAS                     ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,06/01/2022,38,13/12/2022,0,0.0,0.0,32,53056.0,9568.0,"80,34",299.0,1658.0,299.0,TOPAD_100_1
13122102,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,56,CRAVO                         ,25/05/2023,8,30/04/2025,1,545.0,1199.0,8,4360.0,9472.0,"117,25",1184.0,5674.0,1199.0,13122102_56_0
3234,MOCASSIM                      ,2,Sapato Masculino              ,1,SAPATO                        ,4,AZUL                          ,26/11/2019,9,12/03/2021,0,0.0,0.0,9,72855.0,93332.0,"28,11",1037.0,8095.0,1599.0,3234_4_0
3904Z,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,30,CAFE                          ,06/03/2020,12,15/10/2022,0,0.0,0.0,13,47242.0,92918.0,"96,69",7147.0,3452.0,799.0,3904Z_30_0
132257,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,56,CRAVO                         ,27/05/2024,8,03/12/2024,3,2850.0,5697.0,5,4750.0,9206.0,"93,81",18412.0,10195.0,1899.0,132257_56_0
ALPHA3766,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,5,MARROM                        ,10/08/2022,9,23/12/2024,0,0.0,0.0,6,7794.0,9000.0,"15,47",1500.0,1299.0,2599.0,ALPHA3766_5_0
HGE06,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,7,VERMELHO                      ,03/12/2019,12,20/08/2020,0,0.0,0.0,10,4910.0,89918.0,"83,13",8991.0,491.0,999.0,HGE06_7_0
OLYMPIKUS,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,09/09/2020,12,01/10/2021,0,0.0,0.0,14,48118.0,89688.0,"86,39",6406.0,3437.0,699.0,OLYMPIKUS_3_0
LAGOS3234,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,50,MARINHO                       ,20/08/2022,9,11/08/2024,0,0.0,0.0,8,9040.0,8919.0,"1,34",11148.0,1130.0,2199.0,LAGOS3234_50_0
70906,SAPATO                        ,2,Sapato Masculino              ,30,******************************,3,PRETO                         ,28/12/2021,12,19/10/2023,0,0.0,0.0,11,1650.0,8899.0,"439,33",809.0,150.0,1199.0,70906_3_0
HOI03,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,541,AZUL BRANCO                   ,19/08/2021,12,14/04/2023,0,0.0,0.0,12,57432.0,8895.0,"54,88",7412.0,4786.0,999.0,HOI03_541_0
131281,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,30,CAFE                          ,04/06/2021,12,20/07/2022,0,0.0,0.0,10,4500.0,8855.0,"96,78",8855.0,4365.0,899.0,131281_30_0
15401AB,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,30,CAFE                          ,06/03/2020,9,02/08/2022,0,0.0,0.0,7,50897.0,88347.0,"73,58",12621.0,6907.0,1399.0,15401AB_30_0
1220,BOTA                          ,2,Sapato Masculino              ,5,BOTAS                         ,31,MOSTARDA                      ,11/11/2022,12,23/10/2023,0,0.0,0.0,12,4254.0,8800.0,"106,86",7333.0,3545.0,1399.0,1220_31_0
831,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,30,CAFE                          ,04/08/2022,12,15/01/2025,7,71092.0,13993.0,5,5078.0,8798.0,"73,26",17596.0,10156.0,1999.0,831_30_0
95307,SAPATENIS                     ,2,Sapato Masculino              ,2,TENIS                         ,3,PRETO                         ,13/11/2019,12,08/08/2020,0,0.0,0.0,10,4740.0,86941.0,"83,42",8694.0,4741.0,999.0,95307_3_0
HGE07,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,4,AZUL                          ,03/12/2019,12,11/08/2020,0,0.0,0.0,10,4910.0,8695.0,"77,09",8695.0,491.0,999.0,HGE07_4_0
11785,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,27/04/2022,12,15/12/2023,0,0.0,0.0,13,46176.0,8689.0,"88,17",6683.0,2946.0,699.0,11785_3_0
3904Z,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,3,PRETO                         ,06/03/2020,12,05/09/2022,0,0.0,0.0,12,43608.0,8652.0,"98,4",721.0,3452.0,799.0,3904Z_3_0
1120,BOTA                          ,2,Sapato Masculino              ,5,BOTAS                         ,49,RATO                          ,11/11/2022,12,23/10/2023,0,0.0,0.0,11,38995.0,8600.0,"120,54",7818.0,3545.0,1399.0,1120_49_0
21649,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,19/10/2022,9,10/01/2025,0,0.0,0.0,10,7985.0,8500.0,"6,45",850.0,7985.0,1599.0,21649_3_1
HZS13,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,4,AZUL                          ,25/08/2021,12,28/02/2023,0,0.0,0.0,12,48816.0,8416.0,"72,4",7013.0,4068.0,799.0,HZS13_4_0
LOGAN3082,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,28/03/2022,6,30/12/2024,0,0.0,0.0,6,43452.0,8356.0,"92,3",13926.0,7242.0,1699.0,LOGAN3082_3_1
25902,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,19/10/2022,9,16/12/2024,0,0.0,0.0,8,6388.0,82988.0,"29,91",10373.0,7985.0,1599.0,25902_3_0
HGE05,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,03/12/2019,12,28/09/2020,0,0.0,0.0,11,5401.0,8297.0,"53,62",7542.0,491.0,999.0,HGE05_3_1
17405Z,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,5,MARROM                        ,06/03/2020,9,04/08/2022,0,0.0,0.0,7,44534.0,8134.0,"82,65",1162.0,6044.0,1299.0,17405Z_5_0
LOGAN2001,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,15/05/2023,9,07/01/2025,1,869.0,1699.0,5,4345.0,8126.0,"87,02",16252.0,9326.0,1699.0,LOGAN2001_3_1
DASH,TENIS                         ,2,Sapato Masculino              ,2,TENIS                         ,3,PRETO                         ,25/11/2019,12,17/07/2020,0,0.0,0.0,7,47915.0,80957.0,"68,96",11565.0,6845.0,1399.0,DASH_3_1
HZS05,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,22,PRATA                         ,25/08/2021,12,28/01/2023,0,0.0,0.0,11,44748.0,8093.0,"80,86",7357.0,4068.0,799.0,HZS05_22_0
HPN02,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,7,VERMELHO                      ,19/08/2021,12,23/11/2023,0,0.0,0.0,10,5744.0,8038.0,"39,94",8038.0,5744.0,1199.0,HPN02_7_0
11J670X,TENIS                         ,2,Sapato Masculino              ,2,TENIS                         ,100,UNICA                         ,03/03/2020,9,14/07/2020,0,0.0,0.0,8,107064.0,7999.0,"25,29",9998.0,13383.0,2699.0,11J670X_100_0
10200,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,30,CAFE                          ,16/03/2020,8,21/06/2021,0,0.0,0.0,8,5592.0,79953.0,"42,98",9994.0,6641.0,1299.0,10200_30_1
170410,SAPATENIS                     ,2,Sapato Masculino              ,1,SAPATO                        ,406,PINHAO                        ,30/10/2019,9,02/02/2021,0,0.0,0.0,7,4774.0,7996.0,"67,49",11422.0,6547.0,1399.0,170410_406_0
95307,SAPATENIS                     ,2,Sapato Masculino              ,2,TENIS                         ,41,NATURAL                       ,13/11/2019,12,08/08/2020,0,0.0,0.0,9,4266.0,79948.0,"87,41",8883.0,4741.0,999.0,95307_41_0
5301,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,30,CAFE                          ,23/09/2021,12,03/02/2022,0,0.0,0.0,13,2587.0,78989.0,"205,33",6076.0,199.0,799.0,5301_30_0
21649,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,5,MARROM                        ,19/10/2022,9,13/12/2024,0,0.0,0.0,7,55895.0,7799.0,"39,53",11141.0,7985.0,1599.0,21649_5_0
305,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,32,TABACO                        ,06/03/2020,9,05/08/2022,0,0.0,0.0,9,40887.0,77916.0,"90,56",8657.0,4316.0,899.0,305_32_0
11020,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,07/05/2022,12,01/12/2023,0,0.0,0.0,12,61992.0,77778.0,"25,46",6481.0,4284.0,999.0,11020_3_0
LOGAN2,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,355,HAVANA                        ,15/05/2023,9,29/05/2025,4,3476.0,6796.0,5,4345.0,77425.0,"78,19",15485.0,9326.0,1699.0,LOGAN2_355_1
1121,CALCADOS                      ,2,Sapato Masculino              ,2,TENIS                         ,2,BRANCO                        ,04/03/2020,12,23/07/2021,0,0.0,0.0,12,6000.0,7699.0,"28,32",6415.0,500.0,999.0,1121_2_0
HIY03,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,27/11/2019,12,22/09/2020,0,0.0,0.0,13,51051.0,76542.0,"49,93",5887.0,3927.0,799.0,HIY03_3_0
140763,SAPATILHA                     ,2,Sapato Masculino              ,1,SAPATO                        ,30,CAFE                          ,30/10/2019,8,25/06/2021,0,0.0,0.0,7,4774.0,7625.0,"59,72",10892.0,6547.0,1399.0,140763_30_0
11691210,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,22/10/2019,9,27/07/2021,0,0.0,0.0,5,4085.0,7612.0,"86,34",15224.0,7843.0,1699.0,11691210_3_0
LOGAN3325,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,5,MARROM                        ,15/05/2023,9,09/02/2024,0,0.0,0.0,5,4345.0,7598.0,"74,87",15196.0,9326.0,1699.0,LOGAN3325_5_2
10738,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,5,MARROM                        ,03/03/2021,24,11/09/2021,0,0.0,0.0,23,51382.0,75591.0,"47,12",3286.0,1853.0,399.0,10738_5_0
11785,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,35,GRAFITE                       ,27/04/2022,12,07/12/2023,0,0.0,0.0,12,42624.0,75247.0,"76,54",627.0,2946.0,699.0,11785_35_0
133303,SANDALIA                      ,2,Sapato Masculino              ,1,SAPATO                        ,406,PINHAO                        ,18/04/2024,8,19/04/2025,3,2307.0,4497.0,5,3845.0,7495.0,"94,93",1499.0,8253.0,1499.0,133303_406_1
HZS04,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,2,BRANCO                        ,25/08/2021,12,08/03/2023,0,0.0,0.0,10,4068.0,7452.0,"83,19",7452.0,4068.0,799.0,HZS04_2_0
78716,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,50,MARINHO                       ,31/05/2023,9,16/05/2025,4,5816.0,11596.0,4,5816.0,7399.0,"27,22",18497.0,15604.0,2899.0,78716_50_0
11859,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,07/05/2022,12,01/04/2024,0,0.0,0.0,13,38454.0,7391.0,"92,2",5685.0,2453.0,599.0,11859_3_0
302AB,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,32,TABACO                        ,06/03/2020,9,08/10/2021,0,0.0,0.0,9,36792.0,7191.0,"95,45",799.0,3884.0,799.0,302AB_32_0
181058,BOTA                          ,2,Sapato Masculino              ,5,BOTAS                         ,30,CAFE                          ,08/06/2020,8,06/07/2021,0,0.0,0.0,5,5555.0,7196.0,"29,54",14392.0,10777.0,2199.0,181058_30_0
ATHLETIC,HAVAIANAS                     ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,19/09/2022,18,30/12/2023,0,0.0,0.0,18,3699.0,7182.0,"94,16",399.0,2055.0,399.0,ATHLETIC_100_1
HYPE,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,23/11/2020,18,09/06/2021,0,0.0,0.0,15,3873.0,71854.0,"85,53",479.0,2582.0,499.0,HYPE_100_1
45010,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,30,CAFE                          ,26/08/2019,12,01/07/2021,0,0.0,0.0,7,27965.0,70976.0,"153,8",10139.0,3568.0,1599.0,45010_30_0
11859,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,5,MARROM                        ,07/05/2022,12,30/12/2023,0,0.0,0.0,13,38454.0,7092.0,"84,43",5455.0,2453.0,599.0,11859_5_0
1905MR,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,30,CAFE                          ,06/03/2020,9,27/08/2022,0,0.0,0.0,8,43624.0,7047.0,"61,54",8808.0,518.0,1099.0,1905MR_30_0
11537544,SAPATENIS                     ,2,Sapato Masculino              ,1,SAPATO                        ,9,VERDE                         ,10/08/2021,9,11/11/2022,0,0.0,0.0,8,8000.0,7000.0,"12,5",875.0,1000.0,1999.0,11537544_9_0
11J646X,TENIS                         ,2,Sapato Masculino              ,2,TENIS                         ,3,PRETO                         ,25/03/2019,9,09/07/2020,0,0.0,0.0,4,4104.0,69967.0,"70,48",17491.0,1026.0,1999.0,11J646X_3_0
1121,CALCADOS                      ,2,Sapato Masculino              ,2,TENIS                         ,3,PRETO                         ,04/03/2020,12,05/08/2021,0,0.0,0.0,10,5000.0,6948.0,"38,96",6948.0,500.0,999.0,1121_3_0
13122201,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,406,PINHAO                        ,25/05/2023,8,19/02/2024,2,1172.0,2398.0,6,3516.0,6894.0,"96,08",1149.0,610.0,1199.0,13122201_406_0
TRADICIONAL0,HAVAIANAS                     ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,19/09/2022,24,17/10/2023,0,0.0,0.0,23,32407.0,68648.0,"111,83",2984.0,1409.0,299.0,TRADICIONAL0_100_0
11671,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,3,PRETO                         ,03/03/2021,12,09/08/2021,0,0.0,0.0,12,52536.0,6748.0,"28,45",5623.0,3631.0,799.0,11671_3_0
7620,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,23/09/2021,12,03/02/2022,0,0.0,0.0,12,2388.0,6700.0,"180,57",5583.0,199.0,799.0,7620_3_0
303AB,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,32,TABACO                        ,06/03/2020,9,06/08/2022,0,0.0,0.0,10,3634.0,6695.0,"84,23",6695.0,3452.0,799.0,303AB_32_0
203007,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,37,AREIA                         ,21/11/2019,12,03/05/2021,0,0.0,0.0,6,42324.0,66263.0,"56,56",11043.0,7054.0,1399.0,203007_37_0
140763,SAPATILHA                     ,2,Sapato Masculino              ,1,SAPATO                        ,36,BORDO                         ,30/10/2019,8,02/07/2021,0,0.0,0.0,8,5456.0,66277.0,"21,48",8284.0,6547.0,1399.0,140763_36_0
125404,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,312,MARRON                        ,23/10/2019,8,04/06/2021,0,0.0,0.0,7,5698.0,66115.0,"16,03",9445.0,7814.0,1699.0,125404_312_0
304,SANDALIA                      ,2,Sapato Masculino              ,3,SANDALIA                      ,3,PRETO                         ,06/03/2020,9,18/08/2022,0,0.0,0.0,9,40887.0,6595.0,"61,3",7327.0,4316.0,899.0,304_3_0
HXD02,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,02/09/2021,12,15/06/2023,0,0.0,0.0,7,46921.0,6597.0,"40,6",9424.0,6703.0,1399.0,HXD02_3_0
11020,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,5,MARROM                        ,07/05/2022,12,25/10/2023,0,0.0,0.0,10,5166.0,6449.0,"24,84",6449.0,4284.0,999.0,11020_5_0
122877,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,27/06/2023,10,16/11/2024,7,7882.0,15393.0,3,3378.0,6398.0,"89,4",21326.0,12084.0,2199.0,122877_3_0
TREND,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,25/09/2020,16,02/03/2021,0,0.0,0.0,16,3504.0,63837.0,"82,18",3989.0,219.0,399.0,TREND_100_0
CASH2921,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,355,HAVANA                        ,21/03/2022,6,21/12/2022,1,7242.0,1399.0,5,3621.0,6326.0,"74,7",12652.0,7242.0,1399.0,CASH2921_355_0
685,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,30,CAFE                          ,23/09/2021,10,01/02/2022,0,0.0,0.0,11,2189.0,6300.0,"187,8",5727.0,199.0,799.0,685_30_0
HWQ01,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,14,CINZA                         ,25/08/2021,12,09/05/2023,0,0.0,0.0,7,40208.0,6299.0,"56,66",8998.0,5744.0,1199.0,HWQ01_14_0
11730,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,03/03/2021,12,30/11/2021,0,0.0,0.0,12,45024.0,5996.0,"33,17",4996.0,3112.0,699.0,11730_3_0
BRASIL,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,23/11/2020,19,24/02/2021,0,0.0,0.0,15,2730.0,59849.0,"119,23",3989.0,182.0,399.0,BRASIL_100_2
11460,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,603,MARROM PRETO                  ,29/03/2021,12,09/11/2021,0,0.0,0.0,14,44408.0,5925.0,"33,42",4232.0,2631.0,499.0,11460_603_0
10200,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,16/03/2020,9,28/06/2021,0,0.0,0.0,7,4893.0,5898.0,"20,54",8425.0,6641.0,1299.0,10200_3_0
122242,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,50,MARINHO                       ,23/10/2019,8,04/06/2021,0,0.0,0.0,5,4075.0,58965.0,"44,7",11793.0,7824.0,1699.0,122242_50_0
LOGAN3,SAPATILHA                     ,2,Sapato Masculino              ,3,SANDALIA                      ,3,PRETO                         ,01/11/2019,12,17/07/2021,1,6093.0,1699.0,5,30465.0,5875.0,"92,84",1175.0,6093.0,1699.0,LOGAN3_3_0
HIY01,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,4,AZUL                          ,27/11/2019,12,24/09/2020,0,0.0,0.0,10,3927.0,58473.0,"48,9",5847.0,3927.0,799.0,HIY01_4_0
10200,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,90,CAPIM                         ,16/03/2020,9,24/06/2021,0,0.0,0.0,6,4194.0,5833.0,"39,08",9721.0,6641.0,1299.0,10200_90_0
170801,SAPATENIS                     ,2,Sapato Masculino              ,1,SAPATO                        ,3,PRETO                         ,30/10/2019,9,26/11/2020,0,0.0,0.0,5,3355.0,5728.0,"70,73",11456.0,6442.0,1399.0,170801_3_0
HJF03,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,7,VERMELHO                      ,29/11/2019,12,30/11/2020,0,0.0,0.0,11,43197.0,54986.0,"27,29",4998.0,3927.0,799.0,HJF03_7_0
ALOHA3,HAVAIANAS                     ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,05/07/2023,16,18/07/2024,3,6672.0,1497.0,11,24464.0,5489.0,"124,37",499.0,2387.0,499.0,ALOHA3_100_0
TOPNAUTICAL,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,25/09/2020,16,28/01/2021,0,0.0,0.0,11,26807.0,54888.0,"104,75",4989.0,2437.0,499.0,TOPNAUTICAL_100_0
DUAL,HAVAIANAS                     ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,17/06/2021,12,18/12/2021,0,0.0,0.0,11,32868.0,54667.0,"66,32",4969.0,2988.0,499.0,DUAL_100_1
LOGAN22662,SAPATO                        ,2,Sapato Masculino              ,1,SAPATO                        ,355,HAVANA                        ,28/03/2022,6,30/11/2023,2,14484.0,3398.0,4,28968.0,54268.0,"87,34",13567.0,7242.0,1699.0,LOGAN22662_355_0
11U335X,TENIS                         ,2,Sapato Masculino              ,2,TENIS                         ,50,MARINHO                       ,25/03/2019,12,09/07/2020,0,0.0,0.0,3,33456.0,5288.0,"58,06",17626.0,11152.0,2199.0,11U335X_50_0
OLYMPIKUS,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,28/09/2020,12,23/09/2021,0,0.0,0.0,10,3437.0,5196.0,"51,18",5196.0,3437.0,699.0,OLYMPIKUS_3_1
11573,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,304,PRETO/LARANJA                 ,27/04/2022,12,17/08/2023,0,0.0,0.0,13,22503.0,5187.0,"130,5",399.0,1436.0,399.0,11573_304_0
628,CHINELO                       ,2,Sapato Masculino              ,4,CHINELO                       ,3,PRETO                         ,05/12/2019,12,18/10/2021,0,0.0,0.0,9,26424.0,5043.0,"90,85",5603.0,2936.0,599.0,628_3_0
HAT09,KENNER                        ,2,Sapato Masculino              ,4,CHINELO                       ,7,VERMELHO                      ,15/04/2019,12,01/10/2020,0,0.0,0.0,10,3434.0,49995.0,"45,59",4999.0,3434.0,699.0,HAT09_7_0
BRASIL7,HAVAIANAS                     ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,28/08/2023,15,30/03/2024,1,2602.0,549.0,10,2602.0,4990.0,"91,78",499.0,2792.0,549.0,BRASIL7_100_0
ALOHA1,HAVAIANAS                     ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,17/06/2021,17,08/04/2022,0,0.0,0.0,15,2769.0,4990.0,"80,21",3326.0,1846.0,399.0,ALOHA1_100_1
HYPE1,HAVAIANAS                     ,2,Sapato Masculino              ,4,CHINELO                       ,100,UNICA                         ,17/06/2021,12,17/01/2022,0,0.0,0.0,10,2845.0,4990.0,"75,4",499.0,2845.0,499.0,HYPE1_100_0
